,lon,lat,mPET_v_11,Ta2_11,PET_v_11,WBGT_11,mPET_v_12,Ta2_12,PET_v_12,WBGT_12,mPET_v_13,Ta2_13,PET_v_13,WBGT_13,mPET_v_14,Ta2_14,PET_v_14,WBGT_14
24.96437_121.63605,121.63605,24.96437,40.73827294921863,28.017273,39.82827294921861,31.138656255722044,39.08743554687482,28.096436,38.24743554687499,31.08087787437439,40.89510156249988,28.204102,39.98510156249986,30.93292137718201,41.898514648437455,28.577515,41.42851464843735,32.11501751327514
24.982338_121.43051,121.43051,24.982338,43.530130859374985,31.35913,43.35013085937482,32.030617387771606,42.48084252929672,31.619843,42.04084252929681,32.28179035186768,44.97421777343741,31.423218,45.10421777343738,31.96016985893249,43.55799584960935,32.326996,43.21799584960922,33.28234773254395
24.982422_121.45105,121.45105,24.982422,43.68340966796864,31.03241,43.48340966796868,31.799871726989743,42.58207666015621,31.291077,42.05207666015612,32.0596142616272,45.66937524414055,31.178375,46.04937524414047,31.819635833740232,43.460561767578056,32.01956,43.19056176757811,33.10296014595031
24.982498_121.47162,121.47162,24.982498,44.76982861328127,30.686829,44.607828613281086,31.60447671699524,41.99530053710946,30.9393,41.45030053710929,31.85417398834229,42.99561547851561,30.824615,42.85361547851577,31.648590812683107,42.4850844726561,31.624084,41.945084472656205,32.9415887184143
24.982574_121.49216,121.49216,24.982574,44.86023950195306,30.43924,44.59023950195312,32.504475378036496,41.85916284179685,30.648163,41.18916284179679,32.61082381820678,44.17011499023426,30.499115,43.93011499023431,32.3916127204895,42.91027490234365,31.319275,42.24027490234359,33.766535297393794
24.982628_121.512695,121.512695,24.982628,44.58678002929682,31.20578,44.446780029296846,32.082176340103146,42.11008569335927,31.469086,41.62008569335936,32.22554815673828,45.371086669922086,31.370087,45.44208666992192,32.025361385345455,43.823893066406136,32.152893,43.74389306640615,33.37622909927368
24.98272_121.533264,121.533264,24.98272,44.43818505859372,31.177185,44.48818505859371,32.03453276634216,41.71868310546871,31.437683,41.44568310546895,32.16170844078064,43.87082299804679,31.349823,43.78082299804681,31.977129327774048,43.45999902343745,32.099,43.127999023437646,33.33141401290893
24.982765_121.5538,121.5538,24.982765,43.8603701171877,30.85437,43.735370117187344,31.867690793991088,41.75751733398426,31.086517,41.1225173339845,31.960978338241578,43.72821801757802,31.117218,43.518218017578064,31.8611568069458,43.7437902832033,31.72879,43.49979028320299,33.12717404174804
24.982841_121.57434,121.57434,24.982841,42.30261376953123,30.091614,41.84261376953112,31.433108348846435,41.40069775390629,30.327698,40.848697753906166,31.50843638801575,41.428459228515806,30.41446,40.79545922851557,31.467510925292967,42.44661767578117,30.945618,41.98661767578137,32.682544736862184
24.98288_121.59488,121.59488,24.98288,40.98974145507808,28.678741,40.10974145507806,31.343149141311645,40.48863305664053,28.917633,39.6486330566405,31.366798877716064,40.40899682617181,28.977997,39.59899682617177,31.37294182014465,41.77329003906246,29.47229,41.02329003906241,32.53138515853882
24.98294_121.61542,121.61542,24.98294,40.502761474609336,28.211761,39.54276147460933,31.127827810287474,39.90750390624992,28.416504,38.997503906249904,31.172765874862677,40.70262475585937,28.571625,39.672624755859374,31.175281354904172,42.12794946289061,28.96695,41.58794946289052,32.33091500282287
24.982994_121.63599,121.63599,24.982994,40.91243554687493,28.471436,40.0824355468749,31.42090135383606,40.46050927734359,28.55951,39.69050927734374,31.387296075820924,41.3923525390624,28.761353,40.932352539062485,31.34517025947571,42.84126855468738,29.150269,42.34126855468748,32.55693857955932
25.000977_121.43042,121.43042,25.000977,43.765080810546834,31.46408,43.69508081054685,32.11234554672241,42.09519067382808,31.76419,41.79019067382828,32.33098594474792,44.102446533203015,31.451447,44.202446533203,31.956956129074097,43.368705078124826,32.397705,42.80870507812494,33.3183598575592
25.001053_121.45099,121.45099,25.001053,44.060648437499886,31.389648,43.93064843749991,32.01754080200195,42.53215234374985,31.681152,42.01215234374995,32.21919652557373,45.14625024414051,31.47525,45.16625024414051,31.949884887695315,43.34073144531232,32.34973,42.88073144531241,33.28034974861145
25.001122_121.47153,121.47153,25.001122,44.74255273437494,31.341553,44.69255273437495,31.97479454421997,42.75502221679688,31.654022,42.24502221679678,32.16640405464172,44.59724755859374,31.466248,44.56724755859375,31.964545501708987,43.288794433593935,32.276794,42.94779443359364,33.26593915367126
