,lon,lat,mPET_v_11,Ta2_11,PET_v_11,WBGT_11,mPET_v_12,Ta2_12,PET_v_12,WBGT_12,mPET_v_13,Ta2_13,PET_v_13,WBGT_13,mPET_v_14,Ta2_14,PET_v_14,WBGT_14
25.112862_121.47104,121.47104,25.112862,14.936177001953112,13.275177,13.104177001953127,16.227985649108888,20.05786889648442,15.696869,18.567868896484494,18.473469349861144,22.25633203125011,16.465332,20.566332031250003,18.73672611045837,21.36430322265632,16.823303,19.314303222656317,18.151803815841674
25.112938_121.49161,121.49161,25.112938,13.66919458007812,13.368195,11.907194580078134,16.177018865585328,18.54693994140636,15.77594,16.966939941406267,18.34184998893738,21.233661132812585,16.602661,19.493661132812623,18.63463624286652,20.35836572265629,16.987366,18.348365722656293,18.035315529823304
25.113007_121.51218,121.51218,25.113007,13.54265893554687,13.231659,11.730658935546884,16.097914333343507,18.403811279296978,15.662811,16.74781127929687,18.260079475402836,20.39273828125012,16.531738,18.642738281250004,18.591147661209103,20.188926025390646,16.967926,18.168926025390643,18.020831624031068
25.113083_121.532745,121.532745,25.113083,13.075470214843747,12.89447,11.213470214843763,15.889943928718566,18.05696069335949,15.265961,16.289960693359294,18.015662857055663,19.68298608398444,16.191986,17.792986083984456,18.394458141326904,20.107921386718807,16.656921,18.0679213867188,17.83945813560486
25.113136_121.553314,121.553314,25.113136,12.649353271484369,12.218353,10.697353271484385,15.57721705150604,17.98542016601567,14.62442,15.96542016601562,17.73019185256958,19.32446801757824,15.523468,17.22446801757822,18.139062685012817,20.51434106445321,15.893341,18.164341064453158,17.587515233039856
25.113205_121.57388,121.57388,25.113205,10.121795410156253,11.302795,8.551795410156265,15.008259385108948,14.911722656249998,13.740723,13.109722656250012,17.151434195518494,17.427433105468857,14.656433,15.287433105468738,17.575795899391174,19.762180419921982,14.99118,17.202180419921895,17.011491097450257
25.113258_121.59445,121.59445,25.113258,9.071944335937516,10.892944,7.691944335937502,14.785434821128844,13.604310546874997,13.393311,11.982310546875008,16.943507544517516,16.283667480468655,14.2716675,14.23766748046872,17.34309140777588,19.644135986328266,14.683136,17.024135986328165,16.80406241321564
25.11332_121.61502,121.61502,25.11332,9.664247802734392,11.535248,8.324247802734378,15.271289890289305,13.854135498046878,14.0451355,12.374135498046888,17.440928530693053,17.174276367187517,14.983276,15.234276367187496,17.868850940704345,20.66235498046877,15.451355,18.252354980468866,17.32335882091522
25.113365_121.63559,121.63559,25.113365,9.800173095703132,12.171173,8.600173095703136,15.735696960449216,14.38937963867188,14.67038,13.009379638671888,17.90884825325012,18.153636718750057,15.702637,16.34363671875005,18.383359028816223,21.996909423828225,16.27591,19.90690942382821,17.83219960594177
25.13134_121.42981,121.42981,25.13134,11.453309082031256,11.854309,9.733309082031251,15.375198830604552,15.394387451171871,14.253387,13.772387451171884,17.590912852287293,18.93882714843761,15.147827,16.92882714843761,17.939797394752503,19.951828857421912,15.630829,17.611828857422015,17.505443362236022
25.131424_121.45038,121.45038,25.131424,15.152107177734369,12.791107,13.262107177734366,15.94448514842987,19.20392846679701,15.282928,17.613928466796914,18.23967924880981,21.8118203125001,16.09082,20.00182031250013,18.534605719566347,21.11895043945319,16.61795,19.028950439453176,18.08807531929016
25.1315_121.47095,121.47095,25.1315,15.777890869140611,13.156891,13.89789086914061,16.05872382926941,21.69406787109365,15.682068,20.34306787109384,18.313594800949097,21.8713979492188,16.470398,20.161397949218845,18.561560463905334,20.828832031250112,17.027832,18.7588320312501,18.08505807304382
25.131569_121.491516,121.491516,25.131569,14.56897119140624,13.107971,12.61697119140626,16.006340292930602,19.798309570312515,15.61731,18.118309570312565,18.224299991607666,20.90531762695319,16.394318,19.135317626953228,18.502949550628664,20.399933105468804,16.968933,18.3599331054688,18.02626221752167
25.131638_121.512085,121.512085,25.131638,13.198852783203115,12.767853,11.256852783203136,15.780766142845154,17.702110839843815,15.201111,15.902110839843736,17.944643189430238,19.767427001953223,16.056427,17.837427001953234,18.293451162338258,19.733927246093764,16.562927,17.70392724609376,17.79093458557129
25.131706_121.53265,121.53265,25.131706,11.13350805664064,11.964508,9.413508056640636,15.259724207878111,16.697668701171914,14.366669,14.67766870117187,17.400185575485228,17.851386962890707,15.240387,15.751386962890615,17.768106268882754,18.948958984375032,15.657959,16.578958984375085,17.225387647628786
25.13176_121.55325,121.55325,25.13176,9.44109716796876,10.962097,7.93309716796877,14.726476181983946,14.649934326171872,13.438934,12.737934326171889,16.906215191841127,16.28773950195306,14.2517395,14.160739501953126,17.26910232448578,18.53086450195326,14.5798645,15.92086450195312,16.733497957229616
25.131836_121.57382,121.57382,25.131836,6.9497702636718754,10.07077,6.0117702636718855,14.155549476623534,12.021762451171886,12.612762,10.471762451171877,16.348705568313598,14.451675048828152,13.410675,12.459675048828144,16.70625340270996,17.73471093749996,13.678711,14.999710937499994,16.137847936630248
25.13189_121.59439,121.59439,25.13189,4.377823242187504,9.668823,4.11782324218751,13.92192503452301,10.587889160156264,12.298889,9.30788916015627,16.1602035779953,14.09620288085942,13.089203,12.148202880859394,16.497366060256958,17.875276123046934,13.414276,15.095276123046862,15.962213022232056
25.131935_121.61496,121.61496,25.131935,5.914351562500005,10.235352,5.274351562500018,14.364107984542846,11.761314453125,12.872314,10.37131445312501,16.612089552879333,15.279272705078114,13.698273,13.297272705078132,16.96484464740753,19.164298583984294,14.137299,16.488298583984417,16.444951753616333
25.131989_121.63553,121.63553,25.131989,7.661946777343757,11.082947,6.741946777343755,14.980836894989013,12.97556372070314,13.696564,11.565563720703128,17.225963479995727,16.799480224609393,14.59848,14.86948022460937,17.608410130500793,20.70785058593757,15.146851,18.267850585937506,17.07495108985901
25.149971_121.42972,121.42972,25.149971,10.271698974609375,12.422699,8.991698974609383,15.734177227973936,14.79570727539066,14.768707,13.347707275390633,17.914828503608703,18.04895043945318,15.61795,16.188950439453148,18.21986637592316,19.786642089843845,16.095642,17.56664208984381,17.735307104110717
25.150055_121.45032,121.45032,25.150055,13.317375732421866,12.816376,11.50537573242188,15.911839860916135,18.47380761718752,15.252808,16.803807617187573,18.16040441131592,21.701942382812582,16.090942,19.91194238281261,18.456161960601808,21.809369140625023,16.57837,19.709369140625007,17.972714542388914
25.150116_121.47089,121.47089,25.150116,15.154887939453111,12.453888,13.134887939453112,15.728581790924071,21.11787988281252,14.92688,19.417879882812564,17.981893553733826,21.39653466796884,15.735535,19.506534667968857,18.29662346458435,21.38547924804684,16.32248,19.26347924804701,17.90528154182434
25.150177_121.491455,121.491455,25.150177,12.51588159179686,11.784882,10.46388159179688,15.153986764907836,17.831447998046954,14.240448,15.811447998046864,17.32932005119324,19.0800449218749,15.071045,16.93204492187512,17.64593020915985,19.46412622070324,15.673126,17.064126220703173,17.22055485343933
25.150269_121.512024,121.512024,25.150269,10.66667333984376,11.177673,8.876673339843755,14.832479665756225,15.758959960937508,13.68396,13.7849599609375,17.03444210910797,18.02703393554695,14.466034,15.76703393554687,17.38091959285736,19.285548339843785,14.974548,16.725548339843854,16.96622590351105
25.150337_121.53259,121.53259,25.150337,8.229596923828126,10.330597,6.919596923828132,14.27771014690399,13.515431152343735,12.854431,11.683431152343752,16.47169193840027,15.134851318359363,13.603851,13.032851318359386,16.794359622955323,17.962036376953257,14.031036,15.27203637695312,16.361052704811097
25.150398_121.55316,121.55316,25.150398,3.345888427734392,9.216888,3.42588842773439,13.532566155433654,8.642181152343753,11.823181,7.765181152343761,15.758349507331848,12.870396972656245,12.569397,10.98839697265626,16.0842173204422,16.642307373046975,12.871307,13.812307373046856,15.604135589599608
25.150452_121.57376,121.57376,25.150452,2.485483154296877,8.676483,2.619483154296871,13.14678211593628,7.058477539062504,11.339478,6.458477539062517,15.394337637901303,12.494110351562492,12.06311,10.56211035156251,15.70829776763916,16.26636840820304,12.246368,13.367368408203124,15.176711114883425
25.150513_121.59433,121.59433,25.150513,3.252745117187513,8.963745,3.0827451171875166,13.394547867774962,7.780732177734392,11.681732,7.010732177734387,15.685672303199768,13.504026123046874,12.383026,11.482026123046891,15.968954444885252,17.089153076171932,12.638153,14.269153076171865,15.446842020988464
25.15055_121.6149,121.6149,25.15055,4.334454101562506,9.715454,3.9944541015625137,13.988706809043885,10.392264648437466,12.421265,9.200264648437503,16.27693295955658,14.678489013671866,13.207489,12.686489013671885,16.593300931930543,18.40273461914073,13.621735,15.704734619140629,16.09623547935486
25.150612_121.63547,121.63547,25.150612,6.194878906250005,10.525879,5.534878906250019,14.6001925201416,11.620069335937512,13.221069,10.360069335937515,16.886405111312868,15.972350097656232,14.07135,14.014350097656232,17.232990664482116,19.65897485351553,14.642975,17.13397485351569,16.729098361968994
25.168594_121.42963,121.42963,25.168594,10.65902075195314,13.490021,9.70902075195314,16.543945350646972,14.648187011718766,15.479187,13.430187011718727,18.481657883644104,17.875215087890723,16.164215,16.17621508789053,18.751105812072755,19.54882958984377,16.33783,17.60882958984378,18.202940870285037
25.16867_121.450226,121.450226,25.16867,10.153859619140638,12.82486,9.03385961914064,15.891915694236754,15.109535888671878,15.330536,13.709535888671889,18.133112564086915,18.52639184570316,16.245392,16.73639184570319,18.450727049827574,20.72694189453117,16.702942,18.67394189453139,17.958563267707824
25.168747_121.470795,121.470795,25.168747,10.705280517578128,11.9062805,9.13528051757814,15.38825515460968,16.106578613281258,14.405579,14.294578613281251,17.625249422073363,19.40314941406245,15.353149,17.314149414062637,18.018810302734376,21.382031494140687,15.9010315,19.032031494140632,17.605710852622984
25.168823_121.49136,121.49136,25.168823,8.66051855468751,10.181519,7.15051855468752,14.188272910118105,14.191815429687493,12.710815,12.239815429687509,16.386195308685302,17.316174560546976,13.585175,14.936174560546869,16.762467734336855,19.21142480468751,14.060425,16.47142480468755,16.310388697624205
25.168869_121.51196,121.51196,25.168869,3.818511718750018,8.749512,3.4485117187500043,13.164740699768066,8.246195312499994,11.325195,7.282195312500016,15.348683756828308,13.34713159179687,12.066132,11.185131591796893,15.656965090751648,16.459624267578135,12.308624,13.529624267578122,15.16962998008728
25.16896_121.53253,121.53253,25.16896,1.7502927246093776,8.231293,2.040292724609377,12.785189893722531,6.483033203125006,10.884033,5.943033203125018,15.00813290786743,11.648933349609374,11.537933,9.74693334960939,15.27563067150116,15.344001708984363,11.733002,12.414001708984362,14.802273511886597
25.169006_121.5531,121.5531,25.169006,1.1191599121093745,8.07016,1.589159912109375,12.671603428840635,6.088071044921889,10.829071,5.638071044921877,14.970739163398742,11.14068090820313,11.441681,9.36068090820312,15.21543887424469,15.408104492187483,11.6571045,12.488104492187484,14.773546801567075
25.169067_121.57367,121.57367,25.169067,1.812848876953126,8.163849,1.9428488769531265,12.748288745880126,6.66357885742188,10.974579,5.993578857421894,15.08789817047119,11.761781249999997,11.550781,9.879781250000011,15.298930378913878,16.12680810546877,11.765808,13.196808105468742,14.846017419815064
25.169128_121.59427,121.59427,25.169128,2.816597656250013,8.537598,2.586597656250018,13.058238047599792,7.395579589843767,11.30658,6.555579589843764,15.374680802345274,12.69496118164061,11.903961,10.742961181640627,15.587855164527893,16.84763818359385,12.116638,13.997638183593732,15.096508979797362
25.169197_121.61484,121.61484,25.169197,4.045992187500006,9.416992,3.685992187500014,13.771792737960814,9.020134033203126,12.131134,8.056134033203117,16.056019404411316,13.672816406249984,12.861816,11.80781640624998,16.329818779945374,17.61669702148442,13.245697,14.926697021484362,15.862609005928038
25.16925_121.63544,121.63544,25.16925,6.5613745117187685,10.5963745,5.795374511718765,14.662379817962648,11.155448974609376,13.266449,10.01544897460938,16.932705560684205,15.480965820312491,14.089966,13.648965820312508,17.244998106002807,19.23246850585945,14.6614685,16.762468505859378,16.774665731430055
25.187218_121.429565,121.429565,25.187218,5.659903320312512,13.300903,8.359903320312519,16.22224439430237,12.112608398437509,15.573608,11.64260839843752,18.354910272598268,15.668027099609334,16.409027,14.63802709960939,18.60473796081543,19.006853271484378,16.905853,17.1568532714844,18.11404154872894
25.187294_121.450134,121.450134,25.187294,9.258390869140634,12.719391,8.468390869140629,15.843567118644714,13.17684667968752,15.167847,12.19684667968752,18.05703752040863,16.249134765625012,16.088135,14.767134765625006,18.361537174224853,19.366366210937603,16.625366,17.40636621093761,17.896737285614012
25.187378_121.4707,121.4707,25.187378,9.193144287109387,11.904144,8.12314428710939,15.386707721710204,13.527934326171891,14.438934,12.18793432617188,17.633172401428222,16.401719238281142,15.399719,14.618719238281264,17.99027883720398,19.465772949218817,15.954773,17.16577294921877,17.557606694221498
25.187447_121.4913,121.4913,25.187447,7.165082031250024,10.184082,6.1730820312500265,14.217319860458373,12.021004394531264,12.742004,10.521004394531252,16.450456976890564,15.17687402343749,13.645874,13.074874023437513,16.81600369644165,18.40974267578128,14.148743,15.72974267578124,16.395975538253783
25.1875_121.51187,121.51187,25.1875,1.9745847167968784,8.255585,2.0945847167968763,12.794105373382568,6.617082275390628,10.878082,6.007082275390641,15.012186399459836,12.355226074218736,11.644226,10.293226074218756,15.333791179656982,15.60675561523436,11.805756,12.686755615234356,14.822467175483704
25.187576_121.53247,121.53247,25.187576,0.4169089355468741,7.387909,0.9569089355468746,12.113939390182496,5.1296591796875175,10.050659,4.699659179687505,14.344186796188351,9.981507324218764,10.632507,8.271507324218756,14.577575492858886,13.742053466796872,10.611053,10.852053466796873,14.052027695655822
25.187645_121.55304,121.55304,25.187645,1.6303195800781247,8.07132,1.7703195800781248,12.681001156806945,6.244183105468761,10.875183,5.684183105468752,15.00808129787445,11.037894042968755,11.428894,9.297894042968752,15.212820425987244,14.91726098632812,11.636261,12.147260986328115,14.78388485622406
25.187706_121.57361,121.57361,25.187706,3.2662326660156387,9.007233,3.066232666015643,13.44362726020813,9.289156250000012,11.910156,8.209156250000014,15.836355243682862,13.016053710937491,12.555054,11.154053710937507,16.067259791374205,17.313857666015657,13.022858,14.573857666015614,15.707752259254454
25.187752_121.59421,121.59421,25.187752,3.719562744140633,9.170563,3.339562744140641,13.568259313583374,9.302581542968763,11.983582,8.222581542968765,15.907435699462887,13.509203124999985,12.658203,11.612203124999976,16.15340455722809,17.94054833984387,13.099548,15.182548339843754,15.752977164268492
25.187813_121.61478,121.61478,25.187813,4.549772705078127,9.760773,4.069772705078138,14.037124343872067,9.70168676757814,12.472687,8.67168676757814,16.33142312717438,14.00980981445311,13.24881,12.208809814453096,16.617197194099425,18.295627685546943,13.774628,15.695627685546857,16.212173647880554
25.187866_121.635376,121.635376,25.187866,7.460594238281261,11.071594,6.49059423828126,15.016530224800109,11.779084228515645,13.680084,10.623084228515609,17.280288489341736,16.10300195312501,14.552002,14.371001953125004,17.61262215137482,19.785190673828197,15.264191,17.495190673828148,17.204359486579897
