,lon,lat,T_11_0,T_11_1,T_11_2,T_11_3,T_11_4,T_11_5,T_11_6,T_11_7,T_11_8,T_11_9,T_11_10,T_11_11,T_11_12,T_11_13,T_11_14,T_11_15,T_11_16,T_11_17,T_11_18,T_11_19,T_11_20,T_11_21,T_11_22,T_11_23,T_12_0,T_12_1,T_12_2,T_12_3,T_12_4,T_12_5,T_12_6,T_12_7,T_12_8,T_12_9,T_12_10,T_12_11,T_12_12,T_12_13,T_12_14,T_12_15,T_12_16,T_12_17,T_12_18,T_12_19,T_12_20,T_12_21,T_12_22,T_12_23,T_13_0,T_13_1,T_13_2,T_13_3,T_13_4,T_13_5,T_13_6,T_13_7,T_13_8,T_13_9,T_13_10,T_13_11,T_13_12,T_13_13,T_13_14,T_13_15,T_13_16,T_13_17,T_13_18,T_13_19,T_13_20,T_13_21,T_13_22,T_13_23,T_14_0,T_14_1,T_14_2,T_14_3,T_14_4,T_14_5,T_14_6,T_14_7,T_14_8,T_14_9,T_14_10,T_14_11,T_14_12,T_14_13,T_14_14,T_14_15,T_14_16,T_14_17,T_14_18,T_14_19,T_14_20,T_14_21,T_14_22,T_14_23,T_15_0,T_15_1,T_15_2,T_15_3,T_15_4,T_15_5,T_15_6,T_15_7,T_15_8,T_15_9,T_15_10,T_15_11,T_15_12,T_15_13,T_15_14,T_15_15,T_15_16,T_15_17,T_15_18,T_15_19,T_15_20,T_15_21,T_15_22,T_15_23
25.075455_121.430084,121.430084,25.075455,6.564957031250004,6.42538793945313,6.570384277343751,6.69757543945314,6.81885229492189,7.212842773437505,6.555357421875018,6.423730468750022,7.907013916015642,10.806490234375012,12.110115722656264,13.194236816406292,13.474372070312512,13.880335937499996,12.951357177734389,10.813915771484387,9.663119873046886,8.091139892578141,7.510892089843769,6.906364501953131,6.836420654296879,6.665437988281256,6.601371826171881,6.63454565429688,8.954010986328143,8.908803466796888,9.364874023437505,9.002355712890635,9.131697753906256,8.74431005859376,8.993437255859378,9.268222167968712,11.097891845703122,13.746374023437498,15.806693359374991,16.614636474609465,16.977368408203148,17.700835205078253,15.666354248046868,14.138958496093757,12.077869628906251,10.339937500000012,9.766490234375018,9.60177343750002,9.664759277343766,9.506686767578142,9.056590332031252,9.128550781250018,8.980025390625011,8.803739990234384,8.542765869140633,8.255748046875008,8.160553955078132,8.169942382812502,8.13417333984377,7.98599462890625,12.945691894531253,16.91949731445319,19.370517578125,21.43614526367196,22.62126489257817,22.43158178710927,20.20023461914075,17.930138183593854,14.837332031249952,11.482618164062515,10.601437744140627,10.350251220703129,10.076689208984371,9.930984863281266,9.64296118164064,9.404604248046889,7.687653564453146,7.053150390625002,7.101845458984394,6.6262412109375015,5.975815185546879,5.457997802734382,5.217394775390633,5.84459814453126,13.953376708984374,17.813702636718812,20.356474853515717,22.34483178710948,23.33838891601564,23.33232568359388,21.986784912109464,19.636667724609467,15.848199218749953,12.03792822265626,10.505860351562502,10.16667456054689,9.706156982421884,8.958794921875011,8.48969091796876,8.229054931640627,8.149914306640637,7.559339111328144,7.736489013671888,7.358323730468764,7.394218505859381,7.15766821289063,6.880240234375006,6.65237768554688,12.175579589843762,16.177857910156273,19.075055175781312,20.92052270507822,21.52214746093764,21.18631127929693,20.269739013671945,17.772688232421903,14.379994873046888,10.59325659179689,9.525574707031252,9.486561035156264,9.415547851562502,9.044227294921864,8.566024169921834,8.149631103515626
25.075554_121.45062,121.45062,25.075554,7.422205566406265,6.9363227539062695,7.19803442382814,7.734274658203142,7.760811523437519,8.321625732421882,7.901692871093762,7.8012424316406355,9.072115234375016,11.656786865234396,13.156373779296915,13.889006591796868,14.217337890624991,14.631318603515613,13.388605712890636,11.53231420898438,10.172637695312508,8.648479980468762,7.909344238281267,7.779598144531264,7.643211425781266,7.1255393066406265,7.070583251953129,7.197742675781255,9.96404418945309,9.400711425781257,9.75062231445308,9.679047119140582,9.758721679687516,9.536071533203144,9.875341552734383,9.959447998046883,11.673158935546889,14.78373999023438,16.958829589843795,17.981524902343647,18.02913476562513,18.45538842773441,16.56084252929693,14.588473876953133,12.508006347656252,11.134031738281251,10.457707275390636,10.266269287109386,10.397720703125003,10.141390136718757,9.601656250000016,9.738931640625008,9.462708496093752,9.257913574218737,9.130953125000016,8.887688964843766,9.029998535156258,9.043902343750004,9.026337158203082,8.824048828125001,13.33810888671876,17.878209472656284,19.993910156250067,22.002591796875123,23.081087890625064,22.844336669921848,20.824869628906264,18.650794921875004,15.462330078125,11.803458007812518,11.008675292968752,10.994314941406268,10.670130371093766,10.383516601562512,10.046043457031262,9.763202880859383,8.135704101562512,7.351082519531263,7.148971923828134,6.613901123046888,6.19925390625001,5.683432373046887,5.734770263671888,5.804825195312504,13.41648706054686,18.071509033203203,20.607381835937595,22.683722167968867,23.55981811523437,23.36424584960946,22.28260034179696,20.003864990234465,16.085804199218654,12.300241455078138,10.75446020507813,10.526357177734388,10.054163574218755,9.219235595703134,8.673613037109384,8.618300537109391,8.246711181640634,7.453968261718768,7.543581298828136,7.021426757812516,7.116425537109381,6.833710693359381,6.839946044921876,6.521225341796879,12.16096533203126,16.639781738281346,19.351421142578182,21.33019433593761,21.895869140624896,21.563316894531315,20.58330468750006,18.186804443359414,14.823163818359388,10.996170410156266,9.860267089843754,9.954694580078137,9.76609716796874,9.253449462890645,8.57423681640627,8.22619482421877
25.075615_121.47119,121.47119,25.075615,6.939831298828131,6.895126708984379,7.360977539062515,7.707939208984375,7.610973876953126,8.284186767578134,8.497870849609379,7.913552001953138,8.912518066406252,11.435835937500006,13.027920898437504,13.52012622070309,14.771251464843733,14.694041992187486,13.494430908203135,11.733470214843752,10.19805517578126,8.527050537109393,7.515208496093757,7.466086181640626,7.337771972656255,6.814961914062512,6.775938476562513,7.056277832031255,10.648409179687508,10.168217529296886,9.95052709960939,10.535411132812502,10.242447265625003,10.13439428710938,9.892148193359384,10.237712158203127,11.845376953125008,14.95871874999998,17.480436035156373,19.798985839843866,18.552400146484437,18.88419702148447,17.18212573242179,15.300882324218763,12.793235839843769,11.35651464843752,10.405812744140638,10.38979833984376,10.22829931640626,10.093936523437511,9.634095214843768,9.81692846679688,9.698597167968767,9.10181127929688,9.277236083984391,8.735410400390577,8.760323242187514,8.546379150390642,8.725911621093758,8.618753417968758,12.755927490234326,17.54067944335928,19.88714257812504,21.786169677734453,22.79175683593751,22.18189477539068,20.821429687500007,18.225066162109464,15.363926757812502,11.813416503906268,10.939190429687509,10.743183349609378,10.548134521484394,10.219476074218766,9.58366113281246,9.356048339843769,7.34330664062501,7.205371582031259,7.211542724609385,6.523030761718762,6.974527343750013,6.178997558593756,6.440950683593766,6.114361328125017,12.133094238281254,17.601590820312506,20.357801757812567,22.63993920898449,23.4666870117187,23.12038110351568,22.13971093750006,19.77257104492192,16.050502685546768,12.370116943359388,10.709003662109383,10.364350341796891,9.90371191406251,9.138001464843764,8.351604980468768,8.042889160156257,7.957562011718767,7.482807373046893,7.263547119140644,6.683498291015629,6.733023437500017,6.473431152343767,6.391105712890636,6.22818579101564,11.425365966796877,16.355533691406304,19.167187744140648,21.26123071289072,22.09832788085939,21.69767968750008,20.575652099609425,18.189610839843784,14.859173339843762,11.05297338867189,9.874871582031256,10.124413818359386,9.500636962890637,9.06182104492188,8.373007568359382,8.089816650390626
25.075691_121.49176,121.49176,25.075691,6.479410156250018,6.715182861328136,7.043936523437501,7.175417236328141,6.959441894531268,7.445882324218757,7.717909912109381,7.392375244140632,8.493481201171887,11.02811254882814,12.84473486328126,13.23574194335938,14.508808837890612,14.577336669921864,13.166576904296893,11.522115234375008,9.95419897460939,8.227415527343753,7.176811279296891,7.1938852539062585,6.805005859375016,6.596203369140642,6.587555908203142,6.723643554687512,9.719229492187509,9.692790283203127,9.828493652343736,9.955630859375017,9.699200195312518,9.707524169921893,9.388550781250002,9.532560791015644,11.647867187500012,14.741939453125005,17.280487304687593,19.598406005859456,18.93604028320324,18.892464843750087,17.19078759765639,15.641539062500009,12.975257324218765,10.991382812500008,10.216523193359391,10.082714599609393,9.80790356445311,9.402796386718755,9.45776025390622,9.325065673828142,9.043809570312517,8.73552221679689,8.830899414062504,8.467767089843756,8.292746337890632,8.079222167968759,8.167959960937502,8.154946044921894,12.243174804687508,16.952229248046926,19.890416503906284,21.589616943359417,22.38756494140635,21.73253564453139,20.240554443359446,17.698991943359378,15.060291503906251,11.701816162109376,10.526199707031266,10.101850341796892,10.121093505859385,9.967103027343752,9.31338110351563,9.122466796875004,7.034363037109382,6.650352539062516,6.36022314453126,5.893982910156262,5.91437109375,5.474126953125009,5.4705234375,5.415749267578144,11.33602758789064,17.348283935546995,20.462805419921956,22.64582788085949,23.405652099609515,23.22125512695319,22.178326660156312,19.63725976562502,16.152585205078022,12.284803222656269,10.71431982421876,10.283287109375,9.571072021484344,9.033387207031268,8.228576416015628,7.723368896484392,7.836576904296877,7.442896484375004,7.03526098632813,6.778155273437508,6.590085205078133,6.281750244140631,6.127493652343751,5.956519531250003,11.008425048828135,16.142890869140647,19.01697412109374,21.41740380859386,22.289140869140667,21.80505395507822,20.502955566406285,18.23119653320316,14.858989013671888,10.994567626953144,9.903068603515631,10.175036376953134,9.37123266601564,8.843270019531264,8.376845458984386,8.206875976562504
25.07576_121.51233,121.51233,25.07576,6.144996093750003,6.403686279296893,6.711430419921885,6.560051025390636,6.564195312500009,6.888672851562501,6.82368286132814,6.818935791015644,8.007680419921877,10.52619848632813,12.420623535156269,13.406199707031252,14.60238061523436,14.33670678710937,13.055072998046894,11.368525146484386,9.586021484375,7.971067871093758,6.922068847656251,6.942632812500015,6.530641845703125,6.648492187500016,6.566407226562517,6.359555419921894,9.29328222656252,8.916761230468751,9.306673339843762,9.276474365234384,9.131696533203137,8.833141845703143,8.897768310546892,8.984688476562514,11.03489721679688,13.909466308593752,16.64514501953118,18.65220117187509,19.022610107421997,18.37905541992188,16.968222900390725,14.81423315429688,12.572171386718754,10.599467529296891,9.795412353515632,9.71043432617188,9.494426025390633,9.130160888671886,9.298461669921878,9.06460180664063,8.737378906250006,8.722680664062464,8.548296875000014,8.44383276367189,8.093315185546892,7.778970703125018,7.760354980468763,7.735733398437509,12.137312988281266,16.60952783203134,19.97735253906254,21.567458740234407,22.00151269531254,20.95346093750001,19.92267968750002,17.718919921875003,14.73582373046876,11.31483496093751,10.03478491210938,9.81621801757813,9.806885742187518,9.608042968750013,9.017017578125014,8.993134521484382,7.022795166015627,6.562763427734377,5.96900854492188,5.724295410156251,5.697104248046892,5.128714355468751,4.934518798828143,4.684919189453141,11.69609472656252,17.139785400390696,20.28428857421879,22.4661721191407,23.22727929687511,23.291773925781325,22.216953369140693,19.681408935546894,16.151209472656138,12.124508056640623,10.52944555664064,10.149622558593755,9.41712866210938,8.967084716796876,8.092255615234382,7.527369140625004,7.865525878906259,7.41624487304689,7.166597656250011,6.7841062011718885,6.552959960937517,6.17847143554689,5.9144052734375085,5.893851074218756,11.149195312500016,16.25385156250004,19.097320800781265,21.39533959960949,22.20632348632816,21.746905761718835,20.35100488281252,18.17829736328128,14.75251928710939,10.876473388671847,9.76632421875001,9.989349121093763,9.378006347656266,8.759521240234394,8.33334936523439,8.022348388671888
25.075829_121.5329,121.5329,25.075829,5.984079345703132,6.184368652343751,6.226634277343768,6.159344238281251,6.1868796386718925,6.4866367187500105,6.385802978515637,6.235667480468762,7.586353515625013,10.058252929687516,12.061124023437504,13.385458740234377,14.05437768554687,13.8119736328125,12.63972631835938,11.056993164062517,9.144640869140634,7.53325903320314,6.627311767578131,6.496365722656253,6.270976318359382,6.3886411132812615,6.247732910156251,6.022585205078131,8.916891845703132,8.718260253906259,8.782876953125003,8.701009277343752,8.537645019531254,8.468251708984383,8.56033911132813,8.608570312500003,10.478130859375018,13.236509765625014,16.111036621093763,17.68363793945323,18.74696557617196,18.088864990234494,16.796667724609453,14.375517333984387,12.154877685546888,10.307748779296878,9.298655761718768,9.338348144531263,9.12815893554689,9.00419897460939,9.074023193359384,8.835312255859385,8.510823730468763,8.552289794921881,8.277819580078129,8.088020996093753,7.816652587890631,7.626060546875006,7.554837402343753,7.591928955078129,11.77244482421876,16.071894775390636,19.502215820312625,21.26927954101553,21.66795874023436,20.617287841797,19.44724877929698,17.522362548828152,14.329111083984394,10.959100097656266,9.632640136718765,9.560882324218758,9.462115234375004,9.220013916015624,8.770815917968743,8.77680151367189,6.815813964843758,6.252646240234381,5.758039306640636,5.68632299804688,5.41573461914063,4.937975830078133,4.666000732421879,4.143321289062507,11.62903662109376,17.105660644531298,19.909016357422004,21.92126245117188,22.995083251953204,22.937757812500028,21.882794433593773,19.524751708984358,15.834505371093751,11.784648193359384,10.20992773437502,9.777153076171889,9.16908300781251,8.45328222656251,7.776429199218762,7.335096191406261,7.536534179687515,7.265873779296885,6.998963378906267,6.701845458984391,6.579864257812518,6.134634765625001,5.889833740234391,5.787925781250011,11.45569555664064,16.121917968750015,19.01207421875001,21.15900537109384,21.730548339843875,21.261325927734404,20.116859375000004,17.814347412109267,14.378877685546854,10.577227539062504,9.423114990234389,9.350348876953127,9.00952490234375,8.379645751953129,8.076828369140598,7.6822587890625025
25.075897_121.55347,121.55347,25.075897,5.927428955078132,6.031209472656252,5.946050781250004,5.949457763671879,5.9209189453125015,6.1943564453125175,6.095296386718768,5.975605224609393,7.250531494140626,9.646506103515629,12.15640502929686,13.209468750000005,13.71924169921878,13.385029052734383,11.860677246093768,10.73377294921877,8.97670019531251,7.157546630859377,6.361679443359384,6.175655273437509,6.071834472656259,6.034993652343757,6.023080810546882,5.85251318359376,8.799980224609387,8.580925048828137,8.672374023437508,8.410639404296886,8.256513427734387,8.311652587890634,8.34699926757813,8.476957763671878,10.514325927734392,13.261830810546888,15.61290161132815,17.075360351562523,18.44276635742192,17.84629418945322,16.259020019531253,14.170932373046892,11.827138427734392,10.11464819335938,9.134428710937469,9.184228271484391,8.933298095703144,8.871473144531267,8.929240478515638,8.807172607421887,8.340252441406268,8.287963623046888,8.166164306640635,8.002879394531258,7.768321289062507,7.606741699218756,7.600561279296879,7.428332275390628,11.777942871093764,15.739090332031225,19.059115234375064,20.655316406250066,21.17175195312509,20.50860253906262,19.34867456054697,17.36804296874999,14.028708251953129,10.767079833984392,9.536602539062512,9.380716308593758,9.201348632812506,9.001431640625004,8.852084716796876,8.591833251953092,6.644245361328138,6.22952734375001,5.782065185546887,5.604173339843759,5.331410888671882,5.327732910156255,4.707061523437507,4.241362060546883,11.831830810546888,17.04356958007814,19.80186303710948,21.76367358398429,22.80310327148444,22.678761230468684,21.54229638671888,19.13920434570323,15.609329589843757,11.55720556640626,9.841805175781252,9.38611669921877,8.91945043945314,8.144926513671894,7.783954833984388,7.240019287109388,7.304909423828144,7.121531738281251,6.892394775390643,6.672854980468766,6.4851743164062645,6.136526855468751,5.794319824218769,5.696076416015642,11.664632324218765,16.16204980468752,19.086866699218778,20.985967041015694,21.26787622070319,20.764739013672003,19.82944726562513,17.48686621093748,14.130218261718753,10.36036596679688,9.081504882812515,8.938265136718762,8.596729492187508,8.176729492187507,7.806089843750002,7.533906005859376
25.075958_121.574005,121.574005,25.075958,6.035469726562503,6.051312744140626,6.12151098632814,6.088488525390644,6.204867919921891,6.176814941406264,6.183348144531263,6.034308837890639,7.388704589843766,9.889762939453142,12.457903808593764,13.429014892578092,13.750343261718749,13.290341552734384,11.821707519531268,10.965829833984388,9.004097656250009,7.234150146484393,6.377015136718756,6.266849121093755,6.122398437500006,5.999919189453132,6.02905737304688,5.880088867187506,9.02548803710938,8.745832275390631,8.805225585937503,8.563967041015632,8.48323950195313,8.580345214843751,8.571115478515644,8.82853002929689,10.936453613281255,13.856691650390626,16.066654296875004,17.09630761718753,18.990659423828248,17.6904152832032,16.027818603515637,14.219876464843765,11.984932617187514,10.182392333984378,9.38107153320314,9.390424560546888,9.190633300781265,9.107750000000012,9.126869873046884,9.077243408203133,8.54831518554689,8.398858398437511,8.354161132812505,8.190473388671876,8.158488525390643,7.9579367675781425,7.975246337890639,7.794131835937516,12.135947021484382,15.970559326171871,19.165431152343825,20.731786132812573,20.821081787109414,20.534178710937628,19.233355957031332,17.019074462890575,14.194367431640645,10.85931127929689,9.649273437500009,9.466713623046878,9.264466308593752,9.049045166015626,9.099336914062516,8.713187011718768,6.921307128906256,6.545464843750005,6.178411621093754,5.937312988281254,5.75344482421875,5.752542480468768,5.09409790039063,4.6828664550781305,12.573530761718732,17.075847412109358,20.217882324218756,22.29600366210944,23.211607910156378,22.898207031250028,21.548248535156382,19.251352783203256,15.672239746093751,11.674888671875006,9.758320068359378,9.346596435546894,9.032441162109388,8.43359106445314,8.156568359375006,7.475177978515632,7.312604736328141,7.176867431640644,6.8828916015625135,6.539844726562513,6.462201904296886,6.093609375000017,5.975209716796887,5.768644775390638,11.875036376953137,16.428507324218803,19.283958984375065,21.1276162109376,21.0630483398438,20.64592187500012,19.852372314453017,17.54104467773438,14.196976074218725,10.450663818359375,9.079932617187517,8.851504882812511,8.554841064453132,8.251210693359377,7.771851562500001,7.552105468750017
25.07602_121.594574,121.594574,25.07602,5.954841308593757,5.906806640625007,6.143650878906265,6.210195068359387,6.2478403320312585,6.0882761230468825,6.256585449218755,6.147056640625006,7.641933349609384,9.973866943359388,12.306014160156266,12.937021240234383,13.671151367187498,13.443520263671878,11.758202880859391,10.930412353515637,9.070520996093755,7.226779541015641,6.464609130859377,6.296628173828128,6.149625000000003,5.981410888671879,6.0043564453125,5.941327880859375,8.831712402343754,8.795646728515626,8.790778320312482,8.643726074218735,8.46058740234373,8.61221899414064,8.525706542968763,8.78160253906251,11.240563476562455,14.083416503906268,16.47933251953114,17.24261743164069,18.740733886718846,17.7767763671876,16.230990234375025,14.07593481445314,12.430715087890627,10.096476806640627,9.44589941406251,9.341569580078136,9.200912841796884,9.093969482421883,8.969430908203133,8.841342529296881,8.684837402343762,8.275728515625012,8.25390112304688,8.248656982421894,8.213477539062515,7.971805175781266,7.935945800781261,7.846849121093764,12.391938232421875,16.16660180664065,18.88481103515628,21.02109521484387,20.87309838867193,20.632140380859365,19.09561914062508,17.06208105468748,14.17120825195314,10.97009863281251,9.715486816406251,9.445488769531238,9.228276367187451,8.960880126953095,9.09475317382814,8.759642089843764,7.165630859375001,6.7061057128906265,6.457366699218768,6.221786376953146,5.879150146484393,5.658987792968767,5.2128659667968895,5.177682861328138,13.105600341796883,17.33111962890628,20.875277343750103,23.065565429687528,23.89881127929696,23.36042626953136,21.89202661132817,19.54615747070316,15.719355224609354,11.821750244140626,9.697957519531226,9.36759008789064,9.07680761718751,8.46107519531251,8.299949707031251,7.601048339843754,7.263163818359387,7.25341284179689,7.018449462890639,6.607349609375013,6.477406982421887,6.290230468750013,6.15120947265626,6.087542480468758,12.113514160156251,16.828496337890737,19.56638208007824,21.25467919921888,21.30584008789073,20.839699951171884,20.004927001953156,17.551752441406162,14.289441894531269,10.55023046875002,9.063449462890636,8.901305908203133,8.697215332031252,8.36366552734377,8.050488037109393,7.730318359375011
25.076073_121.61514,121.61514,25.076073,5.6786093750000015,5.690977539062502,5.913537353515641,6.052986816406263,5.999585937500011,6.125472167968755,6.382357177734384,6.018698486328131,7.484905761718761,9.4776328125,11.690563720703132,12.406607421875018,12.98559423828126,12.54440039062502,11.206263183593755,10.66903295898439,8.859996093750008,7.114158691406266,6.361814941406252,6.10084448242188,6.027024902343753,5.890214599609378,5.8248496093750015,5.773510498046876,8.284262451171887,8.582873291015629,8.461514648437504,8.484887695312464,8.294616455078106,8.388196777343767,8.245467285156266,8.411810058593765,10.880450195312504,13.884364990234335,15.765572753906245,17.072660156250045,18.45200952148444,16.98080249023433,15.526065429687506,13.786813720703144,11.807240966796888,9.87076391601563,9.203157714843762,9.076124023437512,8.868234619140638,8.650643066406264,8.661764892578137,8.322031005859388,8.452120117187512,8.028888916015639,8.021281494140633,7.892026123046878,7.8188498535156254,7.673548339843763,7.824009765625015,7.5322885742187715,11.987172607421885,15.827264160156275,18.605804199218724,20.420375000000035,20.572094970703148,20.367748046875136,18.68042626953129,16.637601074218686,13.946746582031269,10.742696289062511,9.546561035156252,9.265433105468752,9.078549560546897,8.873242431640586,8.876020263671892,8.58127416992189,7.035226806640627,6.765868896484377,6.518625244140633,6.27591650390628,5.775769042968755,5.3437021484375,5.076414550781268,5.066896728515641,12.95510595703126,17.501935058593812,21.326875244140645,23.272849365234435,24.19019677734389,23.68047998046876,21.99090234375008,19.54045434570317,15.735584472656164,11.771146728515616,9.649424804687518,9.300964111328138,8.93031347656251,8.37681738281251,8.165689453125003,7.625267089843756,7.353151611328136,7.208003906250014,7.099831298828138,6.879566406250013,6.557881835937512,6.4078403320312605,6.384102539062508,6.096722167968756,12.103436035156252,16.674701171875085,19.29055444335945,20.96807153320323,21.21786889648448,20.78178979492189,19.589754394531145,17.310640624999994,13.925580810546876,10.473732666015644,9.04465429687501,8.95108618164063,8.709818603515588,8.401327880859393,8.05549780273439,7.690219482421885
25.076134_121.63571,121.63571,25.076134,5.753976806640627,5.726053222656252,5.788840087890642,5.900606445312516,5.801456054687516,5.96910986328126,6.095562500000006,5.696214355468764,7.317712158203141,9.10075537109376,11.079018310546894,12.077737792968753,12.571830810546892,11.656976074218766,11.330007080078127,10.59857641601564,8.726874755859384,7.207762207031263,6.370280517578126,6.05091772460938,5.955602783203129,5.907917236328127,5.806497558593752,5.795765136718752,8.121070312500015,8.255153564453135,8.249277099609383,8.278345703125005,8.10327612304688,8.156230224609377,8.005788330078127,8.081199707031251,10.493979248046887,13.805207275390629,15.82507470703124,17.253149658203203,17.89448339843742,16.239804931640663,15.52802954101563,13.332258056640631,11.371000244140616,9.742128662109382,9.06661840820314,8.938200439453139,8.757391113281265,8.563816894531266,8.452032226562515,8.209527343750016,8.168581298828137,8.004964355468763,7.912497314453131,7.691333984375007,7.458213867187506,7.501106933593753,7.614472412109392,7.378766845703125,11.698008789062513,15.678968261718753,18.64398950195313,20.365746093750023,20.32848803710929,20.210578857422,18.809950195312567,16.256128906249888,13.912536376953144,10.608821777343763,9.502544921875002,9.278006103515615,9.09063574218752,8.949352783203143,8.788628906250016,8.385086425781266,7.1201579589843975,6.755134277343757,6.667358154296893,6.275453857421891,5.7990002441406485,5.515522216796893,5.140964111328141,5.411053222656261,12.718697265625014,17.899369140625115,21.639508300781312,23.460599609375084,24.420328613281264,23.90307397460942,22.035543457031345,19.532500244140675,15.81632788085929,11.678050292968752,9.775218261718765,9.346301025390634,8.935016845703133,8.534703125000005,7.993486083984378,7.581601318359378,7.529372314453135,7.234709228515638,7.1332126464843855,7.105019287109383,6.670319580078131,6.467439941406256,6.415751708984382,6.202625488281252,12.220519775390644,16.556714111328187,19.03584375000004,20.438695312500037,20.80495141601568,20.56187402343744,19.36942285156262,17.14299414062498,13.758666748046878,10.43030615234377,9.119112304687508,9.086459716796876,8.848785156250019,8.710447753906264,7.996426757812514,7.78709326171876
25.094086_121.42999,121.42999,25.094086,6.998125976562519,7.023715576171891,7.131478027343763,7.357836669921883,7.914838623046891,8.024532226562515,7.379844726562506,7.406739257812506,8.742804931640629,11.672041992187516,12.575285400390628,14.230519042968748,14.206808105468731,14.681145263671873,13.510862060546874,11.397728027343769,9.65508276367188,8.139279541015634,7.476835693359388,7.096108154296894,7.186414550781266,6.916250976562501,6.8954978027343765,6.943936767578135,9.71034399414063,9.671426757812505,10.169902099609388,9.865114501953142,9.769256347656269,9.627576416015591,9.990124267578135,10.351672119140629,11.841390136718758,13.921233886718769,15.751507812499993,16.71521142578127,17.792624755859396,18.371595703125102,15.972148681640617,14.73372900390626,12.518957275390637,10.493039306640627,9.663458007812515,9.859330810546885,9.832416748046883,9.811036132812507,9.59626806640626,9.603217529296884,9.436836914062509,9.552278808593751,9.349130615234378,9.316175292968753,9.08329809570313,9.137127441406252,9.355083984375018,9.062206542968736,12.923873046875006,16.980608154296956,19.636517578125066,21.93542016601566,22.60179467773446,22.80711816406259,20.727976318359467,18.431788574218825,14.856275390625012,11.374156250000008,10.07251806640627,9.817909912109394,9.693096679687518,9.663034423828138,9.635815185546887,9.408436035156264,8.39307470703127,8.506727050781262,8.602326416015632,8.417552246093758,8.294698242187508,7.63844213867189,7.554012207031264,8.024637207031253,14.389360595703124,18.386989990234376,20.56956176757808,22.402488281249923,23.45329370117195,23.287192626953143,22.08263085937501,19.47054101562513,15.583775390625004,11.981149658203138,9.384566406250016,9.121270507812511,9.431247314453142,9.278411621093769,9.014758056640645,8.728251708984393,8.205928710937515,7.724194091796876,7.7592368164062675,7.801388916015639,8.009184326171884,7.930418457031258,7.915022949218755,7.875994628906253,12.612823242187508,16.53661767578133,19.190217529296973,21.27679467773439,22.01415795898446,21.59997338867188,20.45487573242201,17.9468300781251,14.449764160156256,10.705987304687495,9.031932128906265,8.856987060546881,8.72419018554684,8.419882568359377,8.293319091796834,8.194914306640644
25.09417_121.45056,121.45056,25.09417,7.234005371093769,7.29457006835939,7.542347167968757,7.674936279296877,8.641115478515626,8.644856201171875,8.166655029296884,8.185185302734386,9.684612792968757,12.021423095703138,13.618530517578115,14.767967773437496,14.47354272460936,14.73187768554686,13.884910888671856,11.55202856445313,10.01147802734376,8.72833837890626,8.00521459960939,7.678274902343767,7.587427734375015,7.167157958984375,7.334159667968766,7.295164550781268,10.19522680664064,9.846464599609394,10.452930664062508,10.015674804687514,10.005230468750012,9.844051269531263,10.808079589843766,10.920777343750013,12.273376220703128,15.005903076171876,16.82977075195313,17.925078369140753,18.53673364257818,18.636629882812564,16.87144311523448,15.287090820312512,12.62160205078122,10.997408203125008,10.241175292968766,10.497387451171882,10.327027343750007,10.352222656250005,10.257822021484378,9.974537109375005,9.561043457031252,9.523926757812518,9.39522924804689,9.56413549804688,9.099499267578135,8.979115966796883,9.026562255859377,8.830704101562505,13.533104003906262,17.688165527343678,19.960357910156304,22.40057763671878,23.131964355468828,22.756792968749917,20.54969140625013,18.355171142578246,15.050670898437485,11.592949951171832,10.84381567382813,10.593130859375002,10.36700292968752,10.287435058593765,10.11345068359376,9.75486914062501,8.593873046875007,8.742270263671887,8.079059814453144,7.754324707031267,6.749411376953131,5.90429174804689,5.744333251953138,5.8595810546875,13.833884521484356,18.148769775390704,20.341765380859425,22.351267333984428,23.273319335937607,22.911085449218778,21.785005126953145,19.493696533203156,15.803794921874916,12.29935400390626,10.477388671875008,10.257690185546894,10.258114990234397,9.84846899414064,9.140848144531269,8.811027587890637,8.13161718750001,7.354218505859376,7.182656005859394,7.100757812500013,7.270225585937506,7.14577612304688,6.898029052734384,6.982741455078135,12.169549316406266,16.417328125000054,19.17147119140628,21.015973144531312,21.93630566406245,21.399636474609423,20.269990478515645,17.965687500000012,14.632952636718764,10.93012182617189,9.854535888671876,9.71422705078126,9.67117041015627,8.95580859374999,8.625629638671894,8.209280761718768
