,lon,lat,T_11_0,T_11_1,T_11_2,T_11_3,T_11_4,T_11_5,T_11_6,T_11_7,T_11_8,T_11_9,T_11_10,T_11_11,T_11_12,T_11_13,T_11_14,T_11_15,T_11_16,T_11_17,T_11_18,T_11_19,T_11_20,T_11_21,T_11_22,T_11_23,T_12_0,T_12_1,T_12_2,T_12_3,T_12_4,T_12_5,T_12_6,T_12_7,T_12_8,T_12_9,T_12_10,T_12_11,T_12_12,T_12_13,T_12_14,T_12_15,T_12_16,T_12_17,T_12_18,T_12_19,T_12_20,T_12_21,T_12_22,T_12_23,T_13_0,T_13_1,T_13_2,T_13_3,T_13_4,T_13_5,T_13_6,T_13_7,T_13_8,T_13_9,T_13_10,T_13_11,T_13_12,T_13_13,T_13_14,T_13_15,T_13_16,T_13_17,T_13_18,T_13_19,T_13_20,T_13_21,T_13_22,T_13_23,T_14_0,T_14_1,T_14_2,T_14_3,T_14_4,T_14_5,T_14_6,T_14_7,T_14_8,T_14_9,T_14_10,T_14_11,T_14_12,T_14_13,T_14_14,T_14_15,T_14_16,T_14_17,T_14_18,T_14_19,T_14_20,T_14_21,T_14_22,T_14_23,T_15_0,T_15_1,T_15_2,T_15_3,T_15_4,T_15_5,T_15_6,T_15_7,T_15_8,T_15_9,T_15_10,T_15_11,T_15_12,T_15_13,T_15_14,T_15_15,T_15_16,T_15_17,T_15_18,T_15_19,T_15_20,T_15_21,T_15_22,T_15_23
25.019669_121.4509,121.4509,25.019669,6.437687744140635,6.372575439453134,6.309740966796883,6.662128662109393,6.260958007812506,6.176775878906258,6.518312500000013,6.518201660156266,7.53587133789063,9.483693603515643,11.35240454101564,12.190711425781254,13.613934082031252,13.844150146484376,12.256623291015638,11.035650390625015,8.85761206054689,7.458906005859391,6.819214843750001,6.902889160156264,6.734520019531266,6.48528540039064,6.024244140625,6.2649899902343895,8.45285620117189,8.860230468750002,8.995152343750016,9.26719702148438,9.509541992187518,9.115518554687505,8.778045410156258,8.808155273437508,10.420748046875012,13.069026855468763,15.264402832031251,16.606793457031344,18.09613183593764,17.045132080078243,15.531253417968756,14.131097167968766,11.794607910156268,10.02861791992188,9.470990966796888,9.302087158203136,8.835790771484342,9.03214208984376,8.916080078125011,8.920853027343755,8.11434545898439,7.942690185546886,7.7822763671875075,7.8413828125,7.800850585937519,7.588207763671892,7.477507080078138,7.17522680664064,11.62227026367188,16.084354492187508,18.54944116210952,20.713229003906317,21.40738305664073,20.8926435546874,19.3945168457032,17.359206298828088,14.29470849609374,11.019452880859392,10.022151855468756,10.06181372070314,10.01184912109376,9.270748046875015,8.91896215820314,8.760743164062513,7.021033691406264,6.981047119140627,6.474500488281255,6.133195556640628,5.9345126953125,5.737713378906267,5.317645019531269,4.892902587890627,11.490851806640576,17.222791992187606,20.24102441406254,22.42363671875006,23.23702783203133,23.20487939453128,21.82158593750014,19.807270751953137,16.141357177734243,11.896080078125006,10.067745117187505,10.039777587890631,9.523876708984393,8.884206298828143,8.195944580078143,7.5714291992187635,7.857953857421886,7.8253220214843795,7.6377919921875055,7.251656982421887,7.019544433593766,6.269750732421895,6.409363769531262,6.068786376953143,11.620170654296876,16.006760986328086,18.91130761718764,20.725501953125004,21.362740722656294,21.293565917968756,20.15752099609388,17.795490478515607,14.473289550781251,10.691769775390627,9.385865234375018,9.6972177734375,9.43540014648439,8.817127441406269,8.607156738281263,8.127093261718764
25.019753_121.471436,121.471436,25.019753,6.257461914062515,6.410118164062511,6.286458496093762,6.744130126953144,6.527190917968752,6.313851074218758,6.734406494140642,6.7686984863281365,7.470142578125007,9.676518310546893,11.403736328125014,12.579541992187515,13.13489111328126,13.720131591796878,12.310815185546886,10.929739746093768,8.965129150390638,7.357471679687518,6.588282226562504,6.693663085937518,6.528685791015641,6.4505515136718925,5.936938232421878,6.165904296875017,8.547792724609387,8.636396240234381,9.025827392578138,9.271297363281256,9.534964355468768,9.673197998046888,9.167635253906251,9.197948974609377,10.780790771484378,13.29697363281251,15.226670898437504,16.058147216796883,17.692693115234448,16.450096679687526,15.586208251953131,13.93364599609371,11.770060791015643,9.939086669921885,9.450890869140636,9.29298437500001,8.608583740234376,8.884830078125011,8.564712890625016,8.613079589843762,8.197055419921892,8.064482177734389,7.833177246093759,7.730757812500005,7.7313496093750045,7.652342285156268,7.620246337890639,7.344156250000013,11.419738525390631,16.192116943359398,18.07860742187507,20.492394042968776,20.982743164062537,20.83369042968764,18.92226953125001,17.145046142578057,14.137480224609378,10.854855712890645,10.091929687500002,9.975516113281268,9.89815771484376,9.30157934570314,8.922823242187517,8.701628173828139,6.974892333984394,6.74587500000001,6.585322021484379,6.484581054687516,6.167862304687515,5.82846533203126,5.725400146484383,5.3506381835937615,11.338307861328127,17.069675537109443,20.20882592773441,21.98346948242182,22.991799560546923,22.97985498046875,21.92699853515625,19.82269433593752,16.265182861328014,11.95933569335938,10.106656250000004,9.973224853515632,9.326769775390629,8.88035839843747,8.093956298828106,7.512562011718768,7.766322998046889,7.756844238281258,7.641905273437502,7.274709228515626,7.134723876953143,6.662443603515643,6.509146484375012,6.359964355468763,11.560479492187506,15.83179052734375,18.932375732422017,20.685482421875,21.22925317382816,21.186254394531183,19.99015771484386,17.790303710937486,14.434979003906252,10.65132299804688,9.283987304687452,9.415496582031258,9.28509375000002,8.890746826171894,8.47740209960939,8.025160888671891
25.019821_121.492004,121.492004,25.019821,6.246800292968765,6.47526464843751,6.43676123046876,6.650409912109377,6.750115722656253,6.548038085937505,6.819378417968767,7.077568115234381,7.480936035156257,9.95981298828126,11.465220703125013,12.512380126953143,13.464371093750003,13.711463378906254,12.213285888671887,10.901884521484394,9.097406982421886,7.333423583984403,6.544498046875005,6.520429443359375,6.566008056640643,6.376871093750018,5.998320068359377,6.261493896484393,8.630816406250009,8.625247558593756,8.972221435546892,9.211154541015633,9.27290502929688,9.738539794921886,9.272458251953145,9.147157958984376,11.175022949218766,13.436718505859382,15.305307373046878,16.3163247070313,17.219944824218718,16.18522412109382,15.014402832031248,13.378564208984386,11.92869604492189,10.038943847656256,9.400187744140638,9.28123388671876,8.721668457031269,8.794831298828138,8.550560058593767,8.551343750000012,8.296513427734391,8.324860595703132,8.15518774414063,7.936788085937501,7.868782714843769,7.749412597656266,7.688036865234388,7.60919531250001,11.453472656250009,16.322147460937543,18.379104248046986,20.45781396484376,21.136616455078176,20.464178710937578,18.903868896484365,16.921231445312397,14.132944091796878,10.940217041015645,9.972132324218755,9.992343505859392,9.982524169921884,9.419808105468764,8.909921630859394,8.72044653320314,7.102356933593767,6.764424804687512,6.75611669921875,6.929543212890633,6.34964453125001,6.138027099609379,5.637227539062507,5.334593261718758,11.448393310546894,17.047406250000062,20.232557617187528,21.895659423828047,23.027112060546937,23.097251220703143,22.078625732421894,20.00560327148442,16.41474462890616,11.993260253906255,10.340014404296896,10.006919921875006,9.348957275390628,9.009236816406268,8.184233154296894,7.584362548828142,7.958130859375012,7.8300363769531325,7.478097900390632,7.272259277343756,7.160816406250018,6.739971679687528,6.833632568359385,6.60342871093751,11.62203588867188,15.896028076171849,18.891989990234517,20.857221923828156,21.37774804687506,21.35681298828127,19.969426513671987,17.822399658203118,14.53489062499998,10.729592041015628,9.27211962890622,9.273123535156262,9.101082519531252,8.989035400390643,8.519747070312517,8.077538818359391
25.019875_121.51254,121.51254,25.019875,6.154864257812519,6.3344333496093865,6.236282714843765,6.222331298828137,6.497063964843755,6.534268554687503,6.743765625000017,7.032666992187505,7.301904052734385,9.281301025390627,11.484072021484389,12.16878881835938,13.325296386718758,13.41663183593751,12.209217285156264,10.706687988281251,9.063888916015635,7.2200673828125055,6.437154296875007,6.314155029296878,6.17419897460938,6.061297363281253,5.934830078125004,6.097770751953125,8.505474609375012,8.73342504882813,8.7514072265625,8.989369873046888,9.08278906250001,9.227386230468753,9.170450195312505,9.141601318359378,10.972729980468747,12.755381347656211,15.208238281250004,16.44352685546882,16.487862792968798,16.066144775390622,14.914155029296875,13.130345214843766,11.671664794921876,10.081751464843755,9.20057836914064,9.25479589843751,8.933113769531264,8.837869628906263,8.67106665039064,8.639399169921886,8.567214111328136,8.616344970703127,8.463750732421873,8.224638427734394,8.13467016601564,7.948862060546888,8.080718750000008,7.823525146484383,11.399787353515634,16.135321289062514,18.41104760742199,20.30233276367177,20.7130546874999,20.15008081054691,18.70956445312513,16.725210937499874,14.041176513671878,10.880534423828143,9.97489965820313,9.901870605468716,9.929926513671886,9.603895019531262,8.973270019531267,8.848158935546886,7.661210693359384,7.28585180664063,6.978747314453144,6.791202148437516,6.4316960449218925,6.303506835937507,5.907441162109381,5.308578857421884,11.740677246093766,17.10327294921881,20.153960205078132,22.1146267089844,22.95120385742193,23.06812646484377,21.896667724609333,19.83776025390627,16.39192602539053,11.82156103515626,10.421031250000018,10.106155761718757,9.58607690429684,9.155163330078144,8.70238989257814,8.084980224609389,8.079977783203137,7.925359863281259,7.420997070312514,7.384163574218758,7.207151855468752,6.828227294921876,6.939318603515639,6.785370849609387,11.888465332031254,16.029178466796875,18.937744873046817,21.038178955078184,21.366966796875065,21.28099633789064,19.925919433593865,17.728434814453113,14.396893066406252,10.613428710937503,9.371939453125018,9.238505615234388,8.994235595703131,8.825391601562501,8.461250244140583,8.023175048828117
25.019943_121.53311,121.53311,25.019943,5.96158056640625,6.059285644531268,6.034217041015636,5.863541503906262,6.263123535156262,6.467408203125006,6.488257812500003,6.419709228515626,7.083123535156266,9.029581054687508,11.38476293945314,12.072327636718756,13.108776611328135,12.992218994140645,12.297143310546886,10.44488989257813,9.01998388671876,7.1902343750000135,6.3570139160156325,6.158599609375007,5.951308349609385,5.827930664062508,5.861644042968757,5.990508789062502,8.299069580078145,8.572508300781259,8.465618652343757,8.800553955078081,8.689889892578144,8.683179687500017,8.943932861328136,8.898383544921884,10.477106689453136,12.516702636718753,15.56200830078125,16.578542724609466,16.856225830078234,15.960704101562497,14.985794433593725,13.262034667968765,11.611614746093752,10.085577148437505,9.21823706054689,9.24034033203126,9.067680419921889,8.896666015625014,8.743112548828138,8.608965820312514,8.513665527343761,8.413934082031256,8.13178930664063,7.970538085937503,7.994128173828144,7.677334960937519,7.778501953125013,7.690948242187512,11.497735351562511,16.057535644531253,18.505522705078253,20.148791748047,20.408329101562607,20.03625878906253,18.406759277343845,16.63379980468737,13.86994848632813,10.787444824218769,9.89563452148438,9.600164550781257,9.571186279296894,9.525286621093764,8.927562011718768,8.720051025390639,7.678255371093761,7.281888183593758,6.513743652343762,5.938896240234391,5.757120117187518,5.258691162109391,4.809394287109389,4.711973632812508,11.694576416015623,17.363236328125076,20.153602539062504,22.340680175781312,23.069403320312578,23.10435449218753,21.75980859375014,19.50115014648451,16.118865722656118,11.576569580078138,10.192598388671854,9.868483642578136,9.572460693359377,8.852770751953129,8.654937500000019,7.83536987304688,7.813626464843769,7.688022216796891,7.216686767578126,7.207826904296891,6.98167456054689,6.640408691406264,6.634283203125009,6.286154541015631,11.77699560546876,16.182640625000026,19.181229492187537,21.12910668945321,21.57091577148448,21.12473291015625,19.869748779297,17.67052465820312,14.316703857421876,10.411683105468756,9.321557373046891,9.221054443359384,8.90705786132813,8.595660156250004,8.219089111328126,7.717918457031256
25.02002_121.55365,121.55365,25.02002,5.768348144531253,5.816863769531252,5.813915771484376,5.733060058593753,5.803102783203125,6.019992431640641,5.962859863281268,6.010011962890641,6.966144287109384,9.171724609375008,11.333769287109387,12.155741943359375,13.148031982421882,13.113091796875011,12.146928466796885,10.241785644531255,9.117194580078127,7.159557861328142,6.221730712890632,6.063233398437506,5.926714843750008,5.717819580078134,5.831869873046881,5.868772949218752,8.180309814453127,8.209477294921891,8.115921386718766,8.48399389648438,8.008273681640636,8.130828613281258,8.18280493164063,8.275076660156252,10.311436523437516,12.803293212890644,15.65537133789062,17.24162133789069,17.55070825195321,16.929109130859512,15.514651855468756,14.07124731445314,11.660534423828144,10.159881835937489,9.211507324218765,9.143669189453137,8.938584960937515,8.755323242187517,8.837049316406262,8.511711181640642,8.181965087890644,8.076613525390641,7.865456298828138,7.671121582031263,7.370033935546888,7.196420654296888,7.112073730468761,7.247201904296882,11.56085668945314,16.028747802734372,18.970554443359443,20.42134179687504,20.83028222656256,20.02079614257819,18.56484643554688,16.53369970703115,13.859300048828112,10.767811035156264,9.71355932617188,9.313589843750009,9.16163793945313,9.046323242187484,8.604053710937503,8.32281567382812,6.971130126953137,6.463863281250014,6.027464355468768,5.385477050781258,5.308855712890643,4.89821630859375,4.532328857421876,4.516115478515641,11.71120825195314,17.802561279297006,20.616424804687597,22.86441918945313,23.59601464843754,23.332402587890737,22.014305664062565,19.478242431640645,15.863312744140524,11.475901855468758,9.696644042968751,9.171557617187478,8.887065185546888,8.188091796875018,7.829616455078139,7.303602050781266,7.523411621093754,7.541834472656263,7.206622070312503,7.044720214843751,6.85855322265625,6.615539306640627,6.486384521484384,6.131479248046883,11.78540380859376,16.45642968750007,19.65055566406264,21.460377441406266,21.89727319335941,21.27763330078132,19.996993652343782,17.68877221679689,14.303693603515642,10.421847900390626,9.181723388671887,9.035208496093755,8.74445043945313,8.375401367187505,7.937386230468753,7.524524902343757
25.02008_121.57422,121.57422,25.02008,6.226926025390633,6.117568115234385,6.423459228515628,6.123876708984384,6.162392333984383,6.244324707031256,6.331353515625005,6.396513427734377,7.378854736328132,9.602612060546887,11.88199682617189,13.06547387695312,13.938487792968733,13.89380395507811,12.302681640625014,10.8159921875,9.39516577148438,6.924341796875004,6.069029296875013,6.079640869140637,6.090625976562513,6.156391357421888,6.216506103515635,6.179703125000009,8.53829321289063,8.586814941406251,8.542156738281252,8.647321533203142,8.371351074218751,8.430687255859356,8.467051757812518,8.704152587890638,10.877077392578126,13.508573974609394,15.85703759765623,18.31957666015625,19.09482812500009,17.91644555664069,16.351297363281212,14.877222656250003,12.213672851562514,10.193453125000008,9.264133056640642,9.202829345703144,8.967854980468752,8.861244873046878,8.98669287109377,8.741891845703128,8.365141357421884,8.289032958984382,8.543156005859352,8.543581298828142,8.155437988281252,8.048086914062502,7.943835205078128,8.136630615234376,12.254341796875003,17.142582031250107,20.238812500000023,21.92454858398442,22.036086669921907,21.134251953125037,19.445028320312595,17.39751123046888,14.61004248046876,10.851786865234388,8.991283935546887,8.75486791992189,8.624866699218764,8.500507568359389,8.39052954101564,8.357718261718762,6.649075683593764,6.293897460937516,6.243378662109392,5.9095664062500175,5.992859863281267,5.745536865234391,5.623261474609392,5.866181396484387,12.87141699218752,18.736306396484384,21.96617944335944,24.213087646484347,25.17126123046883,24.471498046875094,23.114754882812548,20.12335595703136,15.942803710937396,11.10994116210938,7.918177246093765,7.401401123046891,7.171905273437512,7.067808593750013,6.951080078125012,6.695168212890638,7.354823974609389,7.566087402343759,7.364708007812511,7.3583444824218835,7.19572363281251,7.005501464843763,6.975759033203137,6.892405761718762,12.551956542968766,17.417794433593876,21.07143090820325,22.44974267578136,22.967177978515565,22.25705224609377,20.83806054687512,18.339363037109457,14.398499511718768,10.448761962890645,8.30837744140627,7.895621093750017,7.799592041015642,7.6506101074218895,7.334976562500015,7.297082275390641
25.020142_121.59476,121.59476,25.020142,6.599576171875014,6.549184326171887,7.033038085937503,6.786203369140632,6.971126464843754,6.775400146484382,6.859854492187506,6.881832031250004,7.91845068359376,9.934636230468705,11.985286621093756,12.898347412109366,13.667178222656274,13.718235107421911,11.702657226562518,10.957411865234386,9.420817626953143,7.064286865234389,6.256227783203125,6.281960449218767,6.309616943359387,6.538486083984391,6.55626928710939,6.457360595703141,9.15756811523438,9.184216064453128,9.189723632812491,9.026237548828126,8.904202636718754,8.897319091796877,9.056233886718768,9.050036376953145,11.382438720703131,13.985502685546878,16.228901611328155,18.086274658203145,19.197435546875003,17.825136962890728,16.31975000000004,14.502720703125004,12.476239990234376,10.43241918945314,9.785785888671894,9.550992187500004,9.48635473632813,9.460152343750003,9.427245849609378,9.151795410156256,8.400738281249954,8.420898193359394,8.830540527343755,9.090329345703145,8.90691406249998,8.740436767578128,8.396664794921884,8.540782226562508,12.79585302734376,17.608314453125043,20.628009277343875,22.56610864257817,22.188736816406365,21.64912988281252,19.96238916015633,17.6188918457032,15.031797851562514,11.095619628906215,9.025685791015627,8.775848144531253,8.738881591796877,8.502077392578132,8.538487304687505,8.455148681640628,6.222566894531261,5.987669433593763,5.932420410156264,5.695018066406262,5.562262939453139,5.502168945312511,5.508357910156259,5.709639648437505,13.532039550781256,18.984034667968825,22.27719140624996,24.734951416015743,25.870390869140717,25.035979248046964,23.510456787109387,20.50065576171882,16.02532324218746,11.19354956054689,7.618815673828132,6.979740966796885,6.782930664062511,6.896382812500007,6.747682861328131,6.408840087890634,7.058647216796881,7.079678710937503,6.901669677734378,7.09174755859376,6.941333984375002,6.802513183593756,6.677643798828131,6.826381591796879,13.166727783203088,17.805034423828182,21.243729492187537,22.685006347656294,22.783187500000032,22.235431152343835,20.816013427734404,18.11347070312512,14.413593505859383,10.583732666015631,7.9766452636718865,7.472114013671889,7.292273925781264,7.322325195312508,7.275036376953131,7.12808569335938
25.020187_121.615326,121.615326,25.020187,6.424275878906262,6.658813232421882,7.0046025390625175,7.147370361328142,7.350187744140638,7.270618652343763,7.070340332031269,7.079968017578142,8.017764648437506,9.983056396484391,12.049398437499985,12.919859863281236,13.469232421875033,13.569011474609384,12.064913085937508,11.031509765625003,9.165424560546894,7.04978857421876,6.188964599609393,6.246033691406267,6.220387939453143,6.489397949218764,6.58947119140626,6.554894775390635,9.183640380859355,9.250114501953142,9.216930908203144,9.057098144531269,8.883202636718707,9.020613769531266,8.893393310546893,8.875354980468769,11.057406982421886,13.756778320312506,15.954319091796863,18.4474599609376,19.54698388671883,17.804218994140754,16.76881982421887,14.493165039062502,12.84643896484376,10.47409521484376,9.70051489257814,9.62592382812502,9.705232910156267,9.68903051757814,9.540945800781268,9.03083715820313,8.237851318359395,8.223661865234394,8.44746435546876,8.521456054687507,8.688871826171873,8.464201416015628,8.316938232421881,8.406214355468755,13.14944091796875,17.94218408203136,20.592354492187425,22.32542504882816,22.53308862304692,21.8190773925782,19.762602783203214,17.912374999999955,15.120555175781258,11.16873999023439,8.927724365234393,8.70742529296877,8.553408935546837,8.23106420898438,8.418367675781251,8.35278662109375,5.833444580078138,5.55894506835939,5.497956298828142,5.359859375000014,5.138571533203142,5.121321777343765,5.227234863281262,5.500740722656258,13.432325195312506,19.15598168945324,22.597445312500064,24.9386110839844,25.992036376953266,25.277488525390616,23.53886987304693,20.468143554687607,16.106643554687576,11.233501953125009,7.246191162109379,6.500519775390637,6.603226074218759,6.558909667968757,6.403410400390633,5.939404052734386,6.6386301269531325,6.557902587890632,6.524129394531257,6.695434326171877,6.678931640625003,6.58444555664063,6.479513916015631,6.774291748046877,13.221376708984392,17.777655273437578,21.26831323242194,22.916692138671987,22.895465332031332,22.306883789062628,20.6695131835938,18.408352294921915,14.600636474609344,10.585517578124987,7.763487304687508,7.140909179687513,6.933145507812513,6.8735117187500085,6.97787817382813,6.79592260742188
25.020248_121.635864,121.635864,25.020248,6.02631079101564,6.28488623046876,6.429484619140632,6.779044921875016,6.739706542968756,6.791919921875018,6.862110351562518,6.636783203125,7.513073486328136,9.54299658203127,11.876968750000003,12.616119628906237,13.578290039062493,13.378014160156246,12.171796875000004,10.89371240234374,8.668226074218751,6.828324951171884,6.05744848632814,5.984162353515642,5.991791748046892,6.027862304687518,6.152919677734389,6.331628173828135,8.364166015625013,8.637508300781255,8.466606201171881,8.440127929687506,8.338504394531256,8.449787353515628,8.127867187500009,8.31200659179688,10.461364501953144,13.200634521484387,15.246915527343749,18.40917138671889,19.081616455078187,17.7683132324219,16.565227783203092,14.384756103515638,12.36201635742189,10.102094482421888,9.196259277343746,9.112955078125005,9.118998779296875,8.888951171875005,8.818219970703131,8.39035864257814,7.946624511718752,7.800512451171879,7.743024658203125,7.775845703125019,7.695173095703141,7.594067138671892,7.820441650390639,7.896882080078137,13.011686035156202,17.80289819335951,20.563025146484414,21.859417968750023,22.593448730468857,22.085114990234395,19.829912353515628,17.697042480468767,14.744770263671883,10.83372778320314,8.559834228515625,8.292854980468753,8.313365234375002,8.025838378906258,8.184478515625003,8.015856689453129,5.773583740234391,5.461292480468768,5.363451904296894,5.246956542968769,5.045834716796894,5.1798300781250175,5.111299804687516,5.387583984375012,13.022393554687511,19.22962548828127,22.80853466796873,24.91584130859384,25.931003662109404,25.204662109375057,23.440759521484484,20.403734375000003,15.949565673828122,11.096657470703128,6.77072607421876,6.213819335937516,6.60307226562501,6.246235107421888,6.1316403808593885,5.76539526367189,6.0468320312500135,6.122142089843762,6.093609375000011,6.21013769531251,6.450621093750008,6.357878173828133,6.350553955078133,6.51699194335938,12.938323730468769,17.53910424804697,21.103833251953223,22.53273217773449,23.039957519531264,22.454509521484432,20.503192382812585,18.361175781250093,14.606924804687512,10.356393798828144,7.345170654296884,6.899135498046889,6.593583740234389,6.330665039062514,6.435252441406262,6.303357910156261
25.038216_121.43024,121.43024,25.038216,6.107096923828142,6.1396970214843885,5.970468505859393,6.03930151367189,5.999771484375009,6.035706542968762,6.234814208984381,5.996169189453135,7.469742187500009,9.504952392578096,11.392568115234388,11.89910498046876,13.102135986328136,13.047715820312517,11.987664550781266,10.38734350585938,8.881521972656262,7.468512939453139,7.092222656250013,6.671888183593766,6.542107910156266,6.149498046875,6.059825195312501,5.939688476562501,8.485535644531263,8.568300537109382,8.25334326171876,8.390398925781254,8.671126464843766,8.392021240234376,8.199573730468753,8.222299560546878,10.336315673828144,12.89869506835935,15.084393066406257,16.93872827148438,17.970060058593873,16.825624023437598,16.043053710937535,14.083226074218766,11.957531494140635,9.925267089843755,9.320547851562512,9.310990966796885,8.96164526367189,9.06371435546876,8.942135986328134,8.79830297851563,8.294986328125011,8.122712158203132,7.734864257812506,7.7523935546875,7.769590820312501,7.550203613281266,7.428904785156267,7.187359375000017,11.884206298828127,16.010233398437496,19.10405175781258,21.01890039062513,21.828028808593785,21.33465112304695,19.796078125,17.303687499999974,14.722001708984385,11.280231689453132,10.302024902343769,9.962314208984392,9.838113769531258,9.300773681640637,9.005817626953139,8.688753417968762,7.033154052734376,6.228149169921877,5.892081054687501,5.534787353515628,5.379996093750001,4.668660644531257,4.420230468750005,4.352171386718752,11.53731665039063,17.07255029296884,19.685390869140743,21.91529321289064,23.185333496093843,22.97730615234377,21.90998193359376,19.772872558593782,15.88804614257809,11.948903564453127,10.225149902343768,9.91010961914063,9.157928222656253,8.476651367187504,8.052603515625002,7.440337890625002,7.632316650390636,7.345042480468762,7.13139257812501,6.897475341796885,6.655905517578131,6.2104562988281335,6.002133544921883,5.734830078125008,11.707518066406251,15.951849365234382,18.46910546875009,20.30940209960949,21.168470703125028,20.88616357421886,19.98082177734387,17.568495849609338,14.360771240234376,10.657613281250002,9.505679687500011,9.560255859374951,9.070534423828144,8.759244140625015,8.417564453125012,7.938110107421887
25.038284_121.450806,121.450806,25.038284,6.598858398437506,6.805546142578139,6.499917968750007,6.673971923828126,6.698301757812518,6.838315185546889,7.00762304687501,6.719917968750013,7.719605224609378,9.721238769531263,11.683632568359384,12.13284643554688,13.374828857421882,13.689776367187504,12.542084716796882,11.08545629882814,9.07627783203126,7.664743408203138,7.31470068359376,7.111009277343759,7.0214609375000085,6.508874267578141,6.301083740234394,6.508160156250011,8.807248291015629,9.10549536132814,8.802728027343766,8.936747802734388,9.244059814453127,8.845123046875008,8.744495605468758,9.020394042968752,10.693687500000006,13.232647460937512,15.799696289062496,16.97918481445313,18.14398364257804,17.12516381835951,16.035068115234374,14.391788085937511,12.11994970703126,10.234255126953126,9.631022705078133,9.509014648437509,9.146619628906262,9.490512451171876,9.190062011718751,9.340386718750016,8.383890136718758,8.36428198242187,8.086398681640626,7.9491477050781425,7.996855224609388,7.939888671875008,7.641379150390631,7.473766845703131,11.682436279296876,16.413875976562558,19.02989038085944,21.17556909179701,21.93992700195316,21.5972109375001,19.88243432617188,17.615916503906316,14.844439453125007,11.504407714843756,10.483667968750016,10.231659912109388,10.054667724609384,9.733272460937505,9.266293701171884,8.85619726562501,7.43188818359376,7.0906882324218765,6.714793457031251,6.178572753906255,5.996664794921876,5.630199951171876,5.376856933593759,5.099205078125,11.74493872070314,17.406872802734515,20.3003432617188,22.25560449218755,23.43083276367199,23.197831054687537,22.111362548828158,19.87921655273441,16.079762939452994,12.1120126953125,10.30874365234377,10.190602783203127,9.64655981445314,9.04462377929689,8.576193603515637,7.995060791015635,7.773056396484384,7.48345312500001,7.211427978515631,6.909269775390627,6.894080566406264,6.189118408203126,5.9934409179687504,5.875306152343751,11.620216552734371,16.209944091796903,18.92061669921864,20.921096435546907,21.48809106445319,21.391450439453145,20.389261718750014,17.878742919921876,14.474929443359372,10.726358398437505,9.470097412109393,9.663565429687502,9.265809082031268,9.003320068359386,8.613163818359386,8.150541748046884
25.038383_121.471375,121.471375,25.038383,6.373667968750012,6.8206076660156265,6.499925292968759,6.642187255859379,7.061115478515638,7.248995117187506,7.237071289062507,6.835896972656262,7.634275878906252,10.014626220703134,11.712056640625008,12.38657788085936,13.602011474609377,13.84253271484375,12.551556152343757,11.001275390625016,9.09725439453126,7.536900390625015,7.038599609375015,6.997326416015636,6.76775610351564,6.2939555664062725,6.007045654296879,6.378423828125015,8.928688720703128,9.106855224609392,9.145459960937512,9.121993164062513,9.497458496093747,9.30127783203127,9.272832031249951,9.792804931640632,11.041075439453092,13.859352783203144,15.658160644531248,16.955975341796826,17.680007568359446,17.0937282714845,15.574549316406255,14.02381201171877,12.023895019531263,10.091822265625003,9.513197998046886,9.471607421875008,9.025965332031266,9.17534643554688,8.870137695312508,8.95717016601563,8.295668701171886,8.409817871093754,8.125062011718752,7.878714355468751,7.783476318359393,7.910922607421885,7.65025244140626,7.407179931640635,11.380951904296882,16.23583154296878,18.56941137695308,20.82240502929696,21.242937255859456,21.590730224609477,19.353910156250084,17.554120849609372,14.284923828124985,11.150572265625014,10.1989462890625,10.14087622070314,9.864858154296888,9.679007324218755,9.187299560546888,8.741467041015637,7.313179687500013,7.142605957031253,6.834897216796894,6.445463623046893,6.284476074218767,6.475500244140629,6.289096435546875,5.771028808593756,11.369427246093768,16.791148925781307,20.231422363281293,21.995318847656257,23.020030761718807,22.99670312500001,21.956286865234382,19.811485839843776,16.121156982421752,12.066346191406252,10.406749023437518,10.122605957031254,9.465385498046876,8.890260986328142,8.361850341796892,7.851835693359388,7.579756835937515,7.659344238281261,7.272315429687507,7.01811010742188,7.072367919921892,6.436106933593751,6.206126464843751,6.236053222656268,11.20203100585938,15.862137451171916,18.72472680664074,20.82464746093752,21.335549560546923,21.32894921875001,20.15162255859389,17.868381103515624,14.4291708984375,10.767182373046875,9.406424316406268,9.456453613281257,9.17056005859377,8.986655029296887,8.539593261718762,8.213029541015635
