south_north,west_east,Time,xlat,xlon,Times,Ta2,RH2,VP2,WS_1,SW_down,time_hour,dayofyear,T_mrt,PET_v,mPET_v,WBGT
0,0,0,24.963715,121.4306,2011-08-15 00:00:00,27.254272,75.580986,27.294518,0.9265789,0.0,0,227,18.73018306730205,22.833272460937447,23.083272460937486,30.119917869567875
0,0,1,24.963715,121.4306,2011-08-15 01:00:00,27.033783,75.6788,26.97973,0.7911437,0.0,1,227,18.459388245765183,22.622782958984324,22.932782958984372,29.871189065933226
0,0,2,24.963715,121.4306,2011-08-15 02:00:00,26.866852,75.99636,26.829369,0.8241642,0.0,2,227,18.31192900458825,22.50585180664058,22.725851806640616,29.717446830749513
0,0,3,24.963715,121.4306,2011-08-15 03:00:00,26.651733,76.59161,26.70051,0.8398836,0.0,3,227,18.1106477375817,22.220733398437446,22.480733398437486,29.54483327674866
0,0,4,24.963715,121.4306,2011-08-15 04:00:00,26.561768,76.330734,26.46937,0.71454304,0.0,4,227,17.96709028139429,22.060767578124935,22.473767578125003,29.402984582901002
0,0,5,24.963715,121.4306,2011-08-15 05:00:00,26.426117,76.37133,26.273163,1.0058826,0.0,5,227,17.95568115472446,21.80511694335929,22.05511694335933,29.24896130371094
0,0,6,24.963715,121.4306,2011-08-15 06:00:00,26.39273,76.394264,26.22951,0.93342984,13.729273,6,227,19.360244862666036,22.301730712890624,22.621730712890518,29.212875490188598
0,0,7,24.963715,121.4306,2011-08-15 07:00:00,27.311523,75.11502,27.217117,0.17949629,149.21973,7,227,31.12190559469667,29.542523437500023,30.062523437500104,30.121960891723635
0,0,8,24.963715,121.4306,2011-08-15 08:00:00,28.468567,71.30629,27.635115,0.30695587,324.06415,8,227,42.5396977222793,35.74956689453121,36.199566894531124,30.94227749443054
0,0,9,24.963715,121.4306,2011-08-15 09:00:00,29.60431,66.33003,27.445765,0.3174471,496.21848,9,227,50.44014890377355,40.61330908203144,41.19530908203115,31.51182871437073
0,0,10,24.963715,121.4306,2011-08-15 10:00:00,30.64331,61.085083,26.822372,0.3429265,583.8415,10,227,54.76033558516201,43.30431054687489,43.55431054687484,31.855949447631833
0,0,11,24.963715,121.4306,2011-08-15 11:00:00,31.706207,56.22047,26.220367,0.469373,737.0803,11,227,54.569970317009734,43.03720727539058,43.46720727539049,32.22202392578125
0,0,12,24.963715,121.4306,2011-08-15 12:00:00,32.394012,54.114975,26.235752,0.5055741,794.2055,12,227,53.63297502429168,42.8750124511718,43.295012451171715,32.61805563735962
0,0,13,24.963715,121.4306,2011-08-15 13:00:00,32.550415,54.90238,26.852371,0.82513213,732.0821,13,227,54.49014846493566,42.61741503906256,42.91141503906245,32.949067214965815
0,0,14,24.963715,121.4306,2011-08-15 14:00:00,32.326202,57.496582,27.769148,1.2237384,565.6178,14,227,54.65806983510055,41.50720239257811,41.90720239257803,33.18223187065124
0,0,15,24.963715,121.4306,2011-08-15 15:00:00,31.5466,62.22329,28.75935,1.0939765,385.2518,15,227,49.800825781058734,39.10760034179678,39.556600341797065,33.12934687423706
0,0,16,24.963715,121.4306,2011-08-15 16:00:00,30.726837,65.91794,29.082436,0.8301975,293.45477,16,227,43.332405034490364,35.77283715820323,36.49783715820299,32.79151386260986
0,0,17,24.963715,121.4306,2011-08-15 17:00:00,30.13144,68.26871,29.113869,0.8340409,180.87463,17,227,34.17885772862803,31.31243920898439,31.872439208984478,32.46627643585205
0,0,18,24.963715,121.4306,2011-08-15 18:00:00,29.53479,70.351456,28.993784,0.735926,52.765434,18,227,24.29502120324628,27.07379003906244,27.363790039062486,32.080783044815064
0,0,19,24.963715,121.4306,2011-08-15 19:00:00,28.808075,73.037865,28.867306,0.6709114,0.0,19,227,20.121464621838072,24.78707495117196,25.167074951171788,31.619029659271238
0,0,20,24.963715,121.4306,2011-08-15 20:00:00,28.304474,74.652405,28.65821,0.70149535,0.0,20,227,19.651035269217175,24.245473876953163,24.563473876953022,31.251313514709473
0,0,21,24.963715,121.4306,2011-08-15 21:00:00,27.984314,75.34038,28.389904,0.7912916,0.0,21,227,19.382735199307888,23.883313964843747,24.113313964843627,30.96433829879761
0,0,22,24.963715,121.4306,2011-08-15 22:00:00,27.724731,75.43886,28.001059,0.93256694,0.0,22,227,19.189851390407455,23.39373144531246,23.672731445312547,30.66433875083923
0,0,23,24.963715,121.4306,2011-08-15 23:00:00,27.474335,75.75022,27.70934,0.7997142,0.0,23,227,18.891908993948505,23.263334716796855,23.44433471679695,30.40771806716919
0,1,0,24.963806,121.45114,2011-08-15 00:00:00,25.429718,83.790344,27.179077,1.3088043,0.0,0,227,17.10497611502933,20.438718017577983,20.80871801757804,29.040027435302736
0,1,1,24.963806,121.45114,2011-08-15 01:00:00,25.24115,83.87853,26.905184,1.1816999,0.0,1,227,16.881257584273385,20.310149902343618,20.70014990234368,28.825469224929808
0,1,2,24.963806,121.45114,2011-08-15 02:00:00,25.096832,83.77498,26.642715,1.1346136,0.0,2,227,16.724558742901593,20.165832275390493,20.565832275390555,28.6404910736084
0,1,3,24.963806,121.45114,2011-08-15 03:00:00,24.874573,84.58458,26.547075,1.2177373,0.0,3,227,16.536961155908614,19.89357275390611,20.243572753906165,28.476883333206178
0,1,4,24.963806,121.45114,2011-08-15 04:00:00,24.825287,84.04758,26.301277,1.1548461,0.0,4,227,16.46696000336493,19.854286865234236,20.234286865234296,28.352339576721192
0,1,5,24.963806,121.45114,2011-08-15 05:00:00,24.77539,83.83454,26.15679,1.2604992,0.0,5,227,16.451551739603644,19.739390625000066,20.0543906249999,28.267264867782593
0,1,6,24.963806,121.45114,2011-08-15 06:00:00,24.996185,84.18682,26.614042,1.1887403,13.629603,6,227,18.10892191394163,20.455185302734304,20.91118530273438,28.572155683517455
0,1,7,24.963806,121.45114,2011-08-15 07:00:00,26.73117,81.32185,28.481972,0.25698304,145.0006,7,227,30.45857652967959,28.77717065429682,29.262170654296945,30.28998865509033
0,1,8,24.963806,121.45114,2011-08-15 08:00:00,27.766968,78.54812,29.22691,0.38261592,332.0102,8,227,42.02127257998643,34.3579677734374,35.24796777343742,31.170046215057372
0,1,9,24.963806,121.45114,2011-08-15 09:00:00,28.799042,74.087006,29.266697,0.29319096,494.2867,9,227,49.88756383665407,40.000041748046854,40.73004174804671,31.770868564605713
0,1,10,24.963806,121.45114,2011-08-15 10:00:00,29.785675,69.064255,28.875935,0.24388939,597.7306,10,227,54.321906565860616,43.32667504882804,43.54667504882799,32.17672005081177
0,1,11,24.963806,121.45114,2011-08-15 11:00:00,30.795227,64.14008,28.408384,0.34519,736.3804,11,227,54.27187248549552,43.27622705078117,43.45622705078114,32.56538877677917
0,1,12,24.963806,121.45114,2011-08-15 12:00:00,31.496613,62.163105,28.650398,0.31249493,834.52374,12,227,54.98164011296262,44.197612548828005,44.28761254882799,33.058185829162596
0,1,13,24.963806,121.45114,2011-08-15 13:00:00,31.569,62.77339,29.05038,0.6067414,746.4589,13,227,53.86854959178487,42.08000024414054,42.75000024414061,33.256422756195064
0,1,14,24.963806,121.45114,2011-08-15 14:00:00,31.292114,65.74562,29.952679,0.9378895,665.4473,14,227,53.16457406067582,40.713114257812435,41.36711425781254,33.454031505584716
0,1,15,24.963806,121.45114,2011-08-15 15:00:00,30.45105,70.50511,30.621347,0.7774118,485.29282,15,227,50.36561689116843,39.19204980468737,40.00204980468741,33.239934778213495
0,1,16,24.963806,121.45114,2011-08-15 16:00:00,29.651611,73.867355,30.647604,0.5884558,312.13345,16,227,43.02438665982129,35.582611328124834,36.372611328124876,32.79697199058533
0,1,17,24.963806,121.45114,2011-08-15 17:00:00,28.962097,76.56169,30.530212,0.65555024,183.08588,17,227,33.25834989359441,30.343097167968796,31.038097167968733,32.359882568359374
0,1,18,24.963806,121.45114,2011-08-15 18:00:00,28.14383,81.23741,30.896908,0.630017,54.90769,18,227,23.118955059506902,25.602829345703054,26.136829345703227,32.04003600692749
0,1,19,24.963806,121.45114,2011-08-15 19:00:00,26.720459,83.37471,29.182613,0.8836025,0.0,19,227,18.210233371124957,22.31945898437495,22.74945898437486,30.5592672996521
0,1,20,24.963806,121.45114,2011-08-15 20:00:00,26.229218,84.32688,28.67585,1.0171199,0.0,20,227,17.78666690496101,21.628217529296794,22.068217529296863,30.081575355529782
0,1,21,24.963806,121.45114,2011-08-15 21:00:00,26.027924,84.487686,28.391724,1.146368,0.0,21,227,17.636925383997777,21.19692358398426,21.706923583984338,29.855780059814453
0,1,22,24.963806,121.45114,2011-08-15 22:00:00,25.783783,84.45291,27.973944,1.294995,0.0,22,227,17.447134988784796,20.83278295898424,21.27278295898431,29.55316481590271
0,1,23,24.963806,121.45114,2011-08-15 23:00:00,25.54773,84.354256,27.553898,1.241927,0.0,23,227,17.200546661240594,20.606729492187366,21.02672949218743,29.254244480133057
0,2,0,24.963875,121.47168,2011-08-15 00:00:00,25.302734,84.35553,27.157215,1.1790831,0.0,0,227,16.941569239011812,20.38173437499987,20.791734374999933,28.959435932159426
0,2,1,24.963875,121.47168,2011-08-15 01:00:00,25.178528,84.178505,26.901236,1.1303438,0.0,1,227,16.80380529550945,20.26752783203112,20.687527832031186,28.788410863876344
0,2,2,24.963875,121.47168,2011-08-15 02:00:00,25.039612,84.03063,26.633322,1.1200101,0.0,2,227,16.664424168847233,20.11861181640612,20.528611816406183,28.604355352401736
0,2,3,24.963875,121.47168,2011-08-15 03:00:00,24.756866,85.04811,26.506176,1.1595119,0.0,3,227,16.4043199904292,19.785866455077986,20.175866455078047,28.394070446014407
0,2,4,24.963875,121.47168,2011-08-15 04:00:00,24.73941,84.58842,26.33551,1.151182,0.0,4,227,16.383316746472588,19.768410400390486,20.148410400390546,28.31710122680664
0,2,5,24.963875,121.47168,2011-08-15 05:00:00,24.616241,84.5591,26.133854,1.1911136,0.0,5,227,16.276021739596047,19.614241455078233,19.955241455078035,28.168013492584226
