,鄉鎮名稱,村里名稱,用電量_2011,用電量_2012,用電量_2013,用電量_2014
171,中正區,幸市里,4084,39897,56244,48652
172,中正區,文盛里,--,--,4669,2948
173,中正區,東門里,--,--,--,559
174,中正區,永昌里,2176,1582,933,1763
175,中正區,龍興里,--,--,--,35166
176,中正區,水源里,--,3236,--,4722
177,中正區,富水里,--,97,--,622
178,中正區,幸福里,385,120,7924,339
179,中正區,龍光里,--,--,--,--
180,中正區,龍福里,--,--,--,--
181,中正區,南福里,18473,20633,28976,70898
182,中正區,林興里,762,698,426,11992
183,中正區,永功里,3013,2859,2864,2907
184,中正區,板溪里,193631,197724,196032,188256
185,中正區,光復里,168467,197501,179051,204861
186,中正區,建國里,271574,240350,262930,208561
187,中正區,梅花里,2371266,2293963,2342794,2041134
188,中正區,愛國里,996549,900095,945713,847821
189,中正區,廈安里,936070,859019,950646,892911
190,中正區,文北里,669902,646813,678237,621998
191,中正區,河堤里,1686227,1546591,1663640,1575694
192,中正區,螢雪里,1402014,1358412,1508762,1407121
193,中正區,南門里,846469,814630,881030,806626
194,中正區,頂東里,2315501,2166207,2308980,2151764
195,中正區,忠勤里,1828552,1652534,1943566,1749649
196,中正區,黎明里,2464736,2325401,2348430,2165681
197,中正區,文祥里,2257001,2135439,2371684,2159506
198,中正區,新營里,2720784,2573705,2928847,2650887
199,中正區,三愛里,3257742,3016756,3647531,3217078
200,大同區,南芳里,16,--,--,--
201,大同區,建明里,13532,14040,15815,47115
202,大同區,建泰里,1089,120,12040,5480
203,大同區,隆和里,--,--,6556,12147
204,大同區,蓬萊里,--,--,--,--
205,大同區,揚雅里,--,--,--,--
206,大同區,斯文里,132,12400,--,--
207,大同區,景星里,426,821,1570,69599
208,大同區,延平里,2352,1175,2784,2629
209,大同區,國順里,21977,24310,25515,19440
210,大同區,大有里,24300,31747,25658,24993
211,大同區,建功里,720622,701069,780924,654416
212,大同區,玉泉里,745383,703142,782981,700788
213,大同區,國慶里,1167442,1095193,1158985,1000796
214,大同區,老師里,1415757,1477762,1677194,1433190
215,大同區,保安里,1230942,1153627,1272434,1162810
216,大同區,光能里,1538893,1400335,1573429,1325694
217,大同區,至聖里,1461213,1291142,1595482,1387761
218,大同區,鄰江里,1582791,1684300,1823029,1553111
219,大同區,朝陽里,1878428,1757081,1974311,1613869
220,大同區,雙連里,2335485,2249661,2558748,2180912
221,大同區,民權里,1928203,1826602,2088564,1888918
222,大同區,星明里,1664471,1539999,1799755,1555143
223,大同區,永樂里,2147110,2042094,2269410,2052661
224,大同區,重慶里,1852499,1763953,2041391,1769706
225,萬華區,日善里,785,749,832,2053
226,萬華區,新忠里,833150,748664,979076,881913
227,萬華區,福星里,7586,6210,21744,30666
228,萬華區,和德里,3818,5004,8452,2147
229,萬華區,全德里,--,--,--,3601
230,萬華區,保德里,--,--,--,--
231,萬華區,銘德里,--,--,--,--
232,萬華區,榮德里,--,83921,--,--
233,萬華區,壽德里,--,--,--,--
234,萬華區,興德里,--,--,8280,5696
235,萬華區,華中里,81,--,4046,--
236,萬華區,新起里,78,--,18734,101240
237,萬華區,和平里,1876,1567,1757,2078
238,萬華區,日祥里,109458,97232,113596,101807
239,萬華區,新和里,2066441,1835974,2107506,2079069
240,萬華區,孝德里,309185,281007,315819,292967
241,萬華區,富民里,249511,218344,240872,211591
242,萬華區,凌霄里,1057736,997332,1089936,965358
243,萬華區,福音里,491909,471032,526275,472458
244,萬華區,騰雲里,919204,830769,961989,832643
245,萬華區,柳鄉里,1002846,909268,1008987,898866
246,萬華區,菜園里,912081,877053,939749,880049
247,萬華區,忠貞里,1163777,1123650,1292615,1171638
248,萬華區,仁德里,570322,520954,594334,572902
249,萬華區,富福里,1455517,1313313,1458435,1362344
250,萬華區,綠堤里,1293258,1124239,1264236,1129946
251,萬華區,忠德里,1327760,1182100,1351957,1221850
252,萬華區,雙園里,1333732,1279827,1416686,1293843
253,萬華區,西門里,1169083,1177837,1296097,1121822
254,萬華區,錦德里,1797271,1605639,1815159,1636862
255,萬華區,頂碩里,2325582,2174837,2411963,2147941
256,萬華區,青山里,880821,826196,918610,766948
257,萬華區,糖廍里,1829014,1614736,1810631,1688228
258,萬華區,萬壽里,1595215,1481074,1725998,1493043
259,萬華區,華江里,2667196,2302504,2566171,2268386
260,萬華區,新安里,1125032,1028417,1187745,1047345
261,文山區,萬興里,986311,2795242,3027521,2826984
262,文山區,樟新里,1530403,1407653,1696526,1436310
263,文山區,樟腳里,1653942,1464818,1664384,1458133
264,文山區,指南里,1020784,1134506,1116947,1202908
265,文山區,博嘉里,1671387,1697364,1876160,1759854
266,文山區,老泉里,179746,186072,221671,209117
267,文山區,興光里,332695,305041,349484,397782
268,文山區,政大里,1876724,2457901,2679634,2654355
269,文山區,樟文里,1679938,1552938,1755396,1574826
270,文山區,興邦里,--,12960,--,--
271,文山區,樟樹里,1353258,1213867,1374150,1176052
272,文山區,景行里,--,7017,12635,--
273,文山區,景東里,--,--,--,--
274,文山區,景美里,--,--,4760,--
275,文山區,景慶里,44,314,284,265
276,文山區,景仁里,--,--,--,--
277,文山區,景華里,--,--,14840,--
278,文山區,萬有里,--,--,--,--
279,文山區,萬祥里,67,--,--,--
280,文山區,萬隆里,419,--,13400,2399
281,文山區,萬年里,13,--,--,--
282,文山區,萬和里,--,--,--,5502
283,文山區,萬盛里,--,--,26520,--
284,文山區,興豐里,--,--,9920,--
285,文山區,興業里,--,--,--,--
286,文山區,興安里,--,--,--,41
287,文山區,興福里,--,--,--,--
288,文山區,興旺里,--,--,--,--
289,文山區,興泰里,--,--,--,--
290,文山區,興昌里,209787,188779,185532,171028
291,文山區,興得里,269888,--,254013,243044
292,文山區,忠順里,1245193,1144176,1315714,1279255
293,文山區,萬美里,2247769,2007296,2309994,2226438
294,文山區,萬芳里,2611662,2393382,2553158,2501501
295,文山區,興家里,2026536,1866222,2010831,1875837
296,文山區,明義里,1388769,997097,1350936,1194748
297,文山區,明興里,1998300,1816876,1978536,1825595
298,文山區,木新里,2674254,2389571,2704402,2412610
299,文山區,試院里,2273442,--,2235173,1983273
300,文山區,樟林里,2278607,2075990,1552285,1351511
301,文山區,順興里,1964050,1769551,2022792,1789413
302,文山區,木柵里,2922609,2747741,3024734,2816951
303,文山區,華興里,2991535,527973,2917028,2732421
304,南港區,仁福里,--,1449759,1549195,1470235
305,南港區,東新里,1890323,1632420,1912253,1691761
306,南港區,新富里,65608,60207,72587,51277
307,南港區,新光里,920,881,11254,605
308,南港區,舊莊里,--,4941,3202,--
309,南港區,中研里,--,--,1626,--
310,南港區,九如里,--,--,--,--
311,南港區,重陽里,1830546,1673962,1817744,1693805
312,南港區,中南里,32290,36470,45343,30909
313,南港區,百福里,1505025,1360628,1473302,1397043
314,南港區,東明里,1577632,1524758,1717219,1458613
315,南港區,聯成里,1564071,1385839,1597943,1417449
316,南港區,成福里,1667486,1573513,1682764,1841939
317,南港區,南港里,1687280,1468345,1876797,1941700
318,南港區,鴻福里,1573549,1378920,1345233,1239627
319,南港區,萬福里,1580949,1430678,1428463,1304131
320,南港區,玉成里,1501531,1400,1441409,1434191
321,南港區,西新里,1486553,470989,1281547,1185822
322,南港區,三重里,1644159,1664233,2058386,2139893
323,南港區,合成里,2619843,2424619,2423878,2049440
324,內湖區,西湖里,885318,2986617,3423478,3027965
325,內湖區,西康里,2760344,4166200,4401723,3901149
326,內湖區,金湖里,218,158,205,257
327,內湖區,康寧里,--,--,--,--
328,內湖區,明湖里,--,--,--,--
329,內湖區,蘆洲里,--,--,--,--
330,內湖區,安湖里,--,--,--,--
331,內湖區,秀湖里,--,13769,--,100
332,內湖區,安泰里,--,--,--,--
333,內湖區,寶湖里,93786,93564,98392,91649
334,內湖區,南湖里,--,--,6098,153
335,內湖區,五分里,--,--,15480,--
336,內湖區,東湖里,--,--,7040,1332
337,內湖區,樂康里,--,--,5189,--
338,內湖區,內溝里,--,--,--,--
339,內湖區,紫星里,--,2587,4427,2470
340,內湖區,大湖里,--,--,5875,9600
341,內湖區,碧山里,537,4687,120,1551
342,內湖區,紫雲里,--,--,--,2367
343,內湖區,清白里,--,--,--,14636
344,內湖區,葫洲里,205,--,86,--
345,內湖區,金龍里,150373,137095,172283,319986
346,內湖區,西安里,2062310,1986554,2178681,2028587
347,內湖區,港華里,2609413,2501104,2668879,2468787
348,內湖區,港都里,1847831,1783061,1877871,1747626
349,內湖區,瑞光里,1379106,1217807,1368739,1190299
350,內湖區,金瑞里,796590,764516,843021,610472
351,內湖區,湖濱里,2936894,2698618,3056950,2808030
352,內湖區,石潭里,910922,301937,1148241,1242057
353,內湖區,麗山里,2107541,1976346,2128453,2139285
354,內湖區,行善里,2023877,1317,2038066,1796005
355,內湖區,紫陽里,2676009,2381117,2661251,2293752
356,內湖區,港富里,3137870,2785299,3236063,2736443
357,內湖區,港墘里,2586839,2673096,2796367,2356991
358,內湖區,內湖里,2248348,2109055,2288185,1814528
359,內湖區,瑞陽里,2644644,2351296,2637948,2147150
360,內湖區,湖興里,2382357,2183055,2406923,1757782
361,內湖區,週美里,2375791,326626,2716722,2517864
362,內湖區,湖元里,3439637,2775000,3135058,3079796
363,士林區,陽明里,1397253,1509864,1545493,1557877
364,士林區,福林里,1093322,1239400,1331791,1269223
365,士林區,岩山里,151932,161373,164868,155026
366,士林區,芝山里,132592,136217,143333,137479
367,士林區,三玉里,--,5909,15322,--
368,士林區,天母里,216,539,416,1749
369,士林區,天山里,--,6110,9920,--
370,士林區,天玉里,--,--,20080,--
371,士林區,公館里,40,40,40,40
372,士林區,新安里,--,--,5440,--
373,士林區,平等里,40,--,40,40
374,士林區,蘭雅里,--,--,--,496
375,士林區,蘭興里,--,--,--,18591
376,士林區,天福里,--,--,1665,--
377,士林區,天祿里,--,--,--,4600
378,士林區,天壽里,--,--,15761,--
379,士林區,天和里,--,--,--,--
380,士林區,東山里,404,64320,--,--
381,士林區,德行里,--,20154,8458,10076
382,士林區,德華里,--,651,9989,3797
383,士林區,聖山里,--,--,--,333
384,士林區,忠誠里,--,--,4203,12920
385,士林區,名山里,360,676,--,--
386,士林區,永福里,342721,404419,377560,344144
387,士林區,菁山里,300319,321523,291915,310594
388,士林區,溪山里,484761,505016,489597,499380
389,士林區,翠山里,762009,754508,700492,692792
390,士林區,福安里,1055137,1045933,1120160,1007890
391,士林區,富洲里,1299135,1338972,1404158,1269959
392,士林區,義信里,1413024,1443711,1580846,1487212
393,士林區,臨溪里,1894995,1864694,1854726,1766486
394,士林區,葫東里,1243990,1157616,1191812,1060814
395,士林區,承德里,2167423,1980938,2180967,2218822
396,士林區,福中里,2069864,1893876,2157596,1981890
397,士林區,仁勇里,1887044,1853846,1834028,1714811
398,士林區,舊佳里,2119996,2059677,2020139,1854358
399,士林區,福順里,1685251,1538808,1637977,1427617
400,士林區,社子里,1754978,6240,1747508,1587762
401,士林區,福德里,2056992,1947542,2316248,2150616
402,士林區,社園里,1919696,655367,1858680,1660118
403,士林區,前港里,1604573,1518996,1706074,1320141
404,士林區,福志里,2802910,2577610,2727476,2507432
405,士林區,葫蘆里,2047492,1941674,2102306,1870869
406,士林區,百齡里,2076937,1799945,1893569,1637725
407,士林區,明勝里,1608259,1424185,1551086,1395206
408,士林區,富光里,1633536,1476845,1604149,1416342
409,士林區,永倫里,2163774,1156599,2043522,1827019
410,士林區,後港里,2821220,2585064,2711864,2479663
411,士林區,社新里,2484989,749,2409451,2160523
412,士林區,福佳里,3062114,2826521,2965771,2697727
413,士林區,福華里,1890718,1663733,1755121,1541540
414,北投區,湖山里,450661,696380,695858,629748
415,北投區,洲美里,251111,--,277586,303400
416,北投區,湖田里,199560,217804,223176,234490
417,北投區,大屯里,253,--,--,100
418,北投區,關渡里,40,--,3246,10680
419,北投區,清江里,120,120,120,18840
420,北投區,豐年里,--,--,--,--
421,北投區,桃源里,344,422,--,4866
422,北投區,建民里,--,--,--,23575
423,北投區,文林里,--,--,--,--
424,北投區,石牌里,--,--,--,--
425,北投區,福興里,--,--,--,21331
426,北投區,榮光里,--,--,7885,111
427,北投區,榮華里,--,--,--,10588
428,北投區,裕民里,--,--,--,--
429,北投區,振華里,--,--,--,--
430,北投區,永欣里,--,--,33080,--
431,北投區,永明里,--,--,--,1710
432,北投區,東華里,--,40,40,40
433,北投區,吉利里,--,--,--,2283
434,北投區,吉慶里,--,227,--,--
435,北投區,尊賢里,--,--,--,--
436,北投區,立賢里,--,--,--,--
437,北投區,立農里,--,2382,--,--
438,北投區,一德里,801,2141,572,504
439,北投區,八仙里,6400,5680,13466,8265
440,北投區,中央里,4355,4073,8333,116948
441,北投區,秀山里,2719,2873,2916,1925
442,北投區,大同里,11541,22250,14994,156886
443,北投區,稻香里,28869,--,69029,68017
444,北投區,永和里,63511,56682,48394,58562
445,北投區,泉源里,616137,641555,679512,743680
446,北投區,奇岩里,760301,2957102,3253603,2830728
447,北投區,中和里,417872,381429,425893,644293
448,北投區,林泉里,1188488,1026605,1138564,912153
449,北投區,溫泉里,1692275,1802682,2006811,1798102
450,北投區,中心里,2189371,1740452,2249695,1826000
451,北投區,開明里,1957525,1851184,2098898,1734906
452,北投區,文化里,1123429,1532,1052605,921753
453,北投區,長安里,1939118,1111207,1984064,1645260
454,北投區,智仁里,1606980,954363,1581995,1175993
455,北投區,中庸里,1376804,1266570,1405213,888589
