月份,縣市代碼,縣市名稱,鄉鎮代碼,鄉鎮名稱,村里名稱,用電量_2012
6,63000,臺北市,6300100,松山區,慈祐里,32938
6,63000,臺北市,6300100,松山區,松基里,--
6,63000,臺北市,6300100,松山區,中正里,335
6,63000,臺北市,6300100,松山區,富泰里,5240
6,63000,臺北市,6300100,松山區,介壽里,1203
6,63000,臺北市,6300100,松山區,三民里,--
6,63000,臺北市,6300100,松山區,新東里,255147
6,63000,臺北市,6300100,松山區,東勢里,1321631
6,63000,臺北市,6300100,松山區,新益里,862582
6,63000,臺北市,6300100,松山區,復勢里,1990554
6,63000,臺北市,6300100,松山區,鵬程里,1387185
6,63000,臺北市,6300100,松山區,東光里,2081557
6,63000,臺北市,6300100,松山區,中華里,1103733
6,63000,臺北市,6300100,松山區,安平里,2440915
6,63000,臺北市,6300100,松山區,吉祥里,2637449
6,63000,臺北市,6300100,松山區,民福里,--
6,63000,臺北市,6300100,松山區,莊敬里,700036
6,63000,臺北市,6300100,松山區,中崙里,1098479
6,63000,臺北市,6300100,松山區,美仁里,950120
6,63000,臺北市,6300100,松山區,福成里,807414
6,63000,臺北市,6300100,松山區,新聚里,2510421
6,63000,臺北市,6300100,松山區,民有里,--
6,63000,臺北市,6300100,松山區,精忠里,--
6,63000,臺北市,6300100,松山區,富錦里,--
6,63000,臺北市,6300100,松山區,東榮里,--
6,63000,臺北市,6300100,松山區,東昌里,--
6,63000,臺北市,6300100,松山區,敦化里,--
6,63000,臺北市,6300100,松山區,復源里,--
6,63000,臺北市,6300100,松山區,吉仁里,5137
6,63000,臺北市,6300100,松山區,復建里,7329
6,63000,臺北市,6300100,松山區,復盛里,1799050
6,63000,臺北市,6300100,松山區,龍田里,1619568
6,63000,臺北市,6300100,松山區,自強里,2164497
6,63000,臺北市,6300200,信義區,永吉里,286399
6,63000,臺北市,6300200,信義區,三張里,2734722
6,63000,臺北市,6300200,信義區,三犁里,1864355
6,63000,臺北市,6300200,信義區,六合里,1942036
6,63000,臺北市,6300200,信義區,景新里,2075989
6,63000,臺北市,6300200,信義區,西村里,972086
6,63000,臺北市,6300200,信義區,正和里,1271757
6,63000,臺北市,6300200,信義區,惠安里,1696590
6,63000,臺北市,6300200,信義區,泰和里,1934466
6,63000,臺北市,6300200,信義區,四育里,1489422
6,63000,臺北市,6300200,信義區,雙和里,581871
6,63000,臺北市,6300200,信義區,興隆里,281455
6,63000,臺北市,6300200,信義區,景聯里,288575
6,63000,臺北市,6300200,信義區,黎安里,2668
6,63000,臺北市,6300200,信義區,興雅里,--
6,63000,臺北市,6300200,信義區,長春里,--
6,63000,臺北市,6300200,信義區,五全里,501
6,63000,臺北市,6300200,信義區,黎平里,73
6,63000,臺北市,6300200,信義區,黎忠里,13520
6,63000,臺北市,6300200,信義區,新仁里,23000
6,63000,臺北市,6300200,信義區,四維里,--
6,63000,臺北市,6300200,信義區,永春里,--
6,63000,臺北市,6300200,信義區,廣居里,--
6,63000,臺北市,6300200,信義區,國業里,--
6,63000,臺北市,6300200,信義區,松隆里,--
6,63000,臺北市,6300200,信義區,松光里,--
6,63000,臺北市,6300200,信義區,中坡里,--
6,63000,臺北市,6300200,信義區,中行里,5640
6,63000,臺北市,6300200,信義區,大道里,--
6,63000,臺北市,6300200,信義區,大仁里,--
