,lon,lat,Time-2011-0,Time-2011-1,Time-2011-2,Time-2011-3,Time-2011-4,Time-2011-5,Time-2011-6,Time-2011-7,Time-2011-8,Time-2011-9,Time-2011-10,Time-2011-11,Time-2011-12,Time-2011-13,Time-2011-14,Time-2011-15,Time-2011-16,Time-2011-17,Time-2011-18,Time-2011-19,Time-2011-20,Time-2011-21,Time-2011-22,Time-2011-23,Time-2012-0,Time-2012-1,Time-2012-2,Time-2012-3,Time-2012-4,Time-2012-5,Time-2012-6,Time-2012-7,Time-2012-8,Time-2012-9,Time-2012-10,Time-2012-11,Time-2012-12,Time-2012-13,Time-2012-14,Time-2012-15,Time-2012-16,Time-2012-17,Time-2012-18,Time-2012-19,Time-2012-20,Time-2012-21,Time-2012-22,Time-2012-23,Time-2013-0,Time-2013-1,Time-2013-2,Time-2013-3,Time-2013-4,Time-2013-5,Time-2013-6,Time-2013-7,Time-2013-8,Time-2013-9,Time-2013-10,Time-2013-11,Time-2013-12,Time-2013-13,Time-2013-14,Time-2013-15,Time-2013-16,Time-2013-17,Time-2013-18,Time-2013-19,Time-2013-20,Time-2013-21,Time-2013-22,Time-2013-23,Time-2014-0,Time-2014-1,Time-2014-2,Time-2014-3,Time-2014-4,Time-2014-5,Time-2014-6,Time-2014-7,Time-2014-8,Time-2014-9,Time-2014-10,Time-2014-11,Time-2014-12,Time-2014-13,Time-2014-14,Time-2014-15,Time-2014-16,Time-2014-17,Time-2014-18,Time-2014-19,Time-2014-20,Time-2014-21,Time-2014-22,Time-2014-23
25.001472-121.57428,121.57428,25.001472,23.36646508789064,23.227607421875025,23.15741796874986,22.967651123046743,22.84700659179675,22.692995361328,24.132242187499944,30.935680175781307,38.50442529296883,42.32084497070299,43.73678076171879,43.09548974609368,41.50146386718749,42.11094506835924,41.33004785156243,40.029837890624925,37.2210756835937,32.189516845703096,27.02234228515625,24.42157812499986,23.89311987304687,23.89950292968736,23.827077392577998,23.64375708007799,23.568633789062485,23.364836181640605,23.22307226562498,22.964372314453097,22.66476660156245,22.413410400390568,23.671349853515583,28.967955810546865,34.729620605468604,38.81806542968733,40.964382568359376,41.00544213867181,39.832866455078005,41.02592065429676,40.76497216796864,38.49877832031249,35.377910400390554,31.784148193359425,27.1471469726562,24.72888525390625,24.40539355468752,24.28558007812507,24.082600097656336,23.787548583984368,23.485138916015497,23.308218749999877,23.162905029296752,22.92244726562488,22.784222167968625,22.60584570312487,24.12294042968743,31.11347070312504,37.50082788085924,40.822845703124834,41.54728051757802,41.96835717773434,39.247844482421705,40.95255151367173,40.9440786132812,40.00805249023448,37.03756494140615,32.54485498046866,27.21468237304675,24.645121826171746,24.07020239257812,23.916170410156244,23.8418300781251,23.63924291992197,24.22530371093738,24.09542211914051,23.827422851562368,23.54897070312505,23.378632568359365,23.16254614257811,24.584383300781127,30.541936279296827,37.116361328124896,41.36410913085924,42.57083276367189,42.155179687499846,40.61164575195295,41.13846582031245,41.610660644531215,40.14445214843747,37.210113769531134,32.951468749999826,28.569324707031157,25.71838354492178,25.04714331054676,24.771465820312372,24.6313596191405,24.567743896484263
25.00151-121.59482,121.59482,25.00151,21.36789160156245,21.2108676757812,21.080113281249965,20.74469824218744,20.53505102539056,20.353858398437435,22.36677099609362,30.866907226562496,37.90620996093748,42.217887207031175,43.90447778320312,43.38408349609364,41.92090478515616,41.4890969238281,41.56167016601549,40.00752343749991,36.766032958984205,31.725898681640743,26.18606420898428,23.059869140624883,22.24821874999998,22.09566259765624,21.93560888671874,21.68039648437497,21.772553466796825,21.406634277343688,21.341764892578063,21.18114233398432,20.948880371093686,20.639495605468657,22.62828588867186,28.81559106445321,34.85075952148426,38.97785424804671,40.80691064453111,40.656819580078285,39.66868432617179,40.39070092773449,40.304972167968735,38.23526025390608,34.96379541015624,31.15128198242199,26.193003906249988,23.099881347656225,22.646499999999968,22.48981420898435,22.173567871093717,21.833536132812444,21.18302221679681,21.031178955078072,20.792702392578065,20.64970922851557,20.41705786132805,20.363550781249927,22.570124267578013,30.44987817382817,37.04859936523452,41.65892968749991,42.51001123046868,43.18386865234368,39.11646508789046,40.34778100585935,41.03732446289055,39.568999267578015,36.63219628906246,31.54837915039075,26.37549414062493,23.017507080077998,22.161054443359333,21.8427231445312,21.75964819335934,21.381619628906183,22.480870117187536,22.282003417968788,21.92715307617185,21.7878391113281,21.58004248046872,21.450596679687465,23.61099340820304,30.454804931640723,37.1387709960937,41.19149804687493,43.01806665039056,42.99510888671863,41.34376611328111,41.52180444335924,41.635197998046834,40.03758447265625,36.45930297851565,32.19331689453122,27.328586181640546,23.98226293945301,23.28153320312506,22.91176489257812,22.76893286132812,22.727090332031292
25.001556-121.61536,121.61536,25.001556,20.791828369140568,20.608689941406183,20.60815649414058,20.24286596679681,19.92431738281241,19.72940161132804,21.87328662109385,30.46237109374999,37.59023461914059,41.24813012695295,42.63327539062496,43.13359521484359,42.03992822265623,42.054215332031205,42.30481176757833,40.52776635742178,36.52602319335935,31.780605712890665,26.09494238281245,22.84112158203118,21.77788427734374,21.50676245117185,21.32029882812497,21.11296972656246,21.19599218749994,20.869430908203054,20.713372558593672,20.538302978515546,20.431238769531177,20.13001318359365,22.23459082031249,28.802605224609263,35.24131494140617,39.79822778320311,41.45649316406233,41.30325341796873,40.02216333007807,41.08064111328122,40.357086425781134,38.697159667968606,35.28548120117171,31.05031274414064,26.13240942382801,22.76495605468753,22.10784277343746,21.86589819335933,21.483750976562437,21.14695410156241,20.578047851562424,20.3742917480468,20.18098364257805,19.996678222656172,19.766945556640525,19.679866699218643,22.013835205078,29.61490869140638,37.48615014648424,42.53977807617174,43.39572412109362,42.60612207031247,40.33168359374989,40.93162866210932,41.47542871093746,40.12849999999988,36.98221240234378,31.268572021484378,26.006733154296818,22.437793945312364,21.54821874999995,21.20540014648431,21.052458251953063,20.74503881835929,21.90136816406249,21.695038818359365,21.39251318359372,21.240096191406213,21.12865820312497,20.87499121093745,23.10840795898428,30.365933105468667,37.3597536621092,42.11092553710924,44.60386376953117,44.03709130859372,41.686917968749896,41.74364404296868,42.12234643554685,40.27516992187487,36.31161523437493,32.12364160156256,27.0187485351562,23.485376953124888,22.7441284179688,22.355446533203104,22.171780761718725,22.053027099609352
25.001617-121.635925,121.635925,25.001617,20.30877050781246,20.3075119628906,20.12011328124997,19.818708251953083,19.54101416015619,19.234795898437422,21.49536962890611,29.800570312500103,37.32288964843747,40.78216088867173,42.07552368164068,41.91352075195312,41.47011132812499,42.18829370117171,42.23400292968746,40.32867089843735,36.13894921874997,31.47374169921879,25.90820166015623,22.47834570312496,21.30968579101572,21.039959472656243,20.95623144531251,20.65074682617186,20.63671850585932,20.48558691406245,20.294361328124943,19.97455053710929,19.826764892578044,19.627787841796785,21.862940429687548,28.42882348632826,35.04168115234366,39.77503564453118,41.58245996093743,41.864054199218735,39.94117333984363,41.049295898437386,40.306923828125015,38.63938720703128,35.13401025390625,30.69391870117189,25.90064184570302,22.34351538085924,21.46582373046871,21.291232666015585,20.940173095703063,20.642552246093675,20.163537353515583,19.895040039062447,19.78327734374996,19.627607177734333,19.32996191406243,19.098295654296777,21.74362768554677,28.921330810546948,36.51006835937506,42.13492700195302,43.83206445312492,41.90169213867171,40.83421289062491,42.08563696289069,41.19915795898431,40.001666503906094,36.5550563964842,31.028608642578156,25.528904785156172,21.964703124999875,20.99856054687497,20.69667700195308,20.67257299804685,20.32345800781245,21.302959960937493,21.15637500000001,21.059750976562537,20.77899145507811,20.76574145507819,20.374648193359334,22.596471923828016,29.983054443359517,36.798209472656126,41.877203613281104,44.63457055664047,44.11307885742176,42.3144143066405,41.557182861328,42.09780541992178,40.04882836914046,35.811318603515566,31.729029785156364,26.651816162109327,22.915878662109264,22.22195288085924,21.78642797851561,21.620573486328105,21.4061154785156
25.0196-121.43033,121.43033,25.0196,24.785137695312454,24.51758764648432,24.270953124999934,23.980066894531177,23.92920019531245,23.78565893554684,25.217948974609254,31.07525537109376,37.463480468749935,41.94317529296864,44.94755273437492,45.617011718750085,43.85490258789049,44.7541530761718,43.42059106445302,41.82073388671866,40.51002343749987,34.62365991210925,29.00012304687499,26.07317968749994,25.69516943359369,25.46806860351557,25.253815673828075,25.06012182617183,25.045026611328044,24.83564916992181,24.50312597656242,24.31426733398431,24.11872167968744,23.9457504882812,25.715870117187404,30.58636621093752,36.64068383789062,40.5148342285155,42.61496362304674,43.66232055664069,42.320658203124985,43.59672265624997,44.29135205078136,41.15361352539057,37.51564843749992,33.926444335937425,29.154989990234288,26.565231689453054,26.13830908203117,25.77631811523429,25.43635229492179,25.18399145507804,24.70215673828119,24.4569907226562,24.26013525390621,24.03364355468746,23.842868408203085,23.625531982421837,25.21033056640613,31.17750146484377,36.63119897460929,41.18105615234361,44.15584252929676,43.629117675781245,40.66476831054674,40.82647851562483,40.77304956054677,41.62038110351576,38.72418359374983,34.569414306640624,28.358451904296796,26.14629736328118,25.84832495117181,25.532936767578065,25.3058676757812,25.050395263671824,25.60914038085932,25.33863256835932,25.14991308593745,24.95397314453121,24.75451879882808,24.60120947265621,26.29809545898428,32.29723901367182,38.194558349609366,42.26202539062483,43.450097412109486,43.70599633789055,42.12598535156244,44.299199462890535,43.39108666992174,41.50098413085927,39.398576904296725,34.905802246093586,30.07733129882811,27.296310791015596,26.782625488281205,26.45634985351557,26.164447998046818,25.854704345703063
25.019669-121.4509,121.4509,25.019669,24.76320043945306,24.448204101562418,24.057725585937398,23.780430664062383,23.61696020507802,23.56884985351554,24.835433105468717,30.65954858398448,37.44521997070306,42.19708276367171,44.86369775390619,45.91245141601558,44.57458520507806,45.233624511718574,44.10264062499999,41.70765161132806,40.92569116210935,34.13187036132809,28.71521704101556,26.079433349609307,25.67755712890618,25.448329833984307,25.22063818359368,25.02259008789056,25.00819555664052,24.726114257812405,24.393672851562396,24.1878134765624,23.9507626953124,23.66370092773426,25.21538916015622,30.30093652343764,36.58601025390632,40.41112329101551,42.70810815429672,43.28896142578113,42.09777856445296,43.635512939453086,43.69684960937493,40.70070825195327,37.57034692382804,33.60988916015632,29.1195859374999,26.629246582031172,26.150116943359286,25.753223632812404,25.399462646484277,25.134639648437396,24.83210058593744,24.411858886718672,24.171614746093677,23.99932592773431,23.67643530273429,23.45446874999991,24.88347998046872,31.242394042968776,36.88587792968737,41.44210961914064,44.760051513671854,43.17132104492178,40.3810708007812,40.164199462890586,41.03624902343736,41.18244531249993,38.24819238281242,34.118548828124894,28.15454565429676,26.150538085937427,25.87616430664055,25.552048095703054,25.380817626953068,25.12024877929682,25.54439794921868,25.27717504882805,25.02091772460929,24.7872458496093,24.565542968749916,24.403036865234288,25.99122705078129,31.96784326171881,38.34146508789059,41.996074462890505,43.2405678710936,43.88157006835927,42.0273500976562,43.91799951171873,43.24810815429676,41.63608178710924,39.2963576660155,34.654753662109265,30.07829565429685,27.327225097656218,26.808462890624952,26.475981201171816,26.181678222656185,25.820287841796805
25.019753-121.471436,121.471436,25.019753,24.76095068359368,24.414714111328035,24.015955566406134,23.76467260742176,23.627479003906146,23.6103854980468,24.82234960937496,30.637483154296973,37.75898339843738,42.59172265624995,45.17520410156237,46.291434570312376,45.400016113281225,45.579717041015584,44.2852553710937,41.93694848632802,40.27438256835927,33.70940209960921,28.65956274414056,26.011326660156172,25.554242919921798,25.3805075683593,25.13534887695305,24.990331787109305,24.937859863281133,24.6709873046874,24.367466796874886,24.09016210937488,23.865533203124883,23.60738378906238,25.039834960937444,30.408485351562504,36.38923852539048,40.51522485351548,42.6650161132811,43.04720239257805,42.08412622070296,43.64441430664058,43.28047509765624,40.07769189453116,37.436626220703054,33.77993798828123,28.96363378906237,26.6660202636718,26.12377905273428,25.690243896484272,25.33284033203114,25.06599340820301,24.7971140136718,24.42691259765617,24.15784887695304,23.97967993164055,23.69968847656241,23.56904516601555,24.890518554687468,31.39038842773442,36.85079248046862,41.84893212890616,44.248954101562376,42.88638818359371,40.53254296874993,40.92271630859375,41.02360253906237,40.849209228515626,37.7415488281252,33.94056298828118,28.11280737304676,26.093468994140547,25.809186767578044,25.4936569824218,25.300502685546807,25.02074804687493,25.527428955078047,25.270186523437424,24.98872045898429,24.777122558593668,24.56630468749991,24.429169677734286,25.963645996093742,31.868518310547,38.04576806640608,41.85385766601553,43.27202416992171,43.67164086914056,42.41867333984362,43.463910156249874,43.27755151367174,41.98274267578127,39.28689477539052,34.49992211914054,29.94192480468745,27.31432592773434,26.756978515624947,26.446337646484317,26.173875488281183,25.83130468749993
25.019821-121.492004,121.492004,25.019821,24.809738525390557,24.43775488281241,24.12024755859365,23.82642187499989,23.711343749999905,23.67239965820305,24.949317382812477,30.707125488281356,38.38321435546871,43.47377709960935,45.62667871093748,46.1361660156249,45.26651245117195,45.63887109374996,44.04561059570312,42.2969069824217,39.68466943359375,33.72369409179671,28.74634863281245,25.97705419921867,25.525657714843668,25.376305908203047,25.16759619140617,25.00391210937493,24.932549804687383,24.67389624023427,24.477566894531147,24.118696044921755,23.97940771484365,23.688888916015514,25.153852294921837,30.60663110351565,36.22609399414051,40.6475856933592,42.64526147460922,43.20464990234364,42.07648706054671,43.22797631835921,43.24505517578124,39.71300805664058,37.48440820312492,33.5593386230467,28.871193603515486,26.633223632812424,26.141774658203037,25.740517333984275,25.349054931640516,25.10592138671864,24.791294921874925,24.504926513671798,24.17389135742179,24.02479589843743,23.72665624999992,23.639991210937435,25.043854736328115,31.44451562500004,37.52023217773432,42.48875878906249,44.6100249023438,43.27265527343738,40.93667993164049,41.4307021484374,41.286771484374846,40.11295190429683,37.6600209960936,33.849076171874955,28.291615966796783,26.07740576171867,25.76239233398429,25.48214208984368,25.30987158203118,25.042283691406183,25.53618749999992,25.30036840820305,25.06012304687492,24.817984374999916,24.693891357421798,24.550378173828047,26.00981909179687,32.01561669921888,38.03812768554671,42.23933007812483,43.58426171874997,43.41562768554687,41.96663720703122,42.90510156250004,43.46179345703108,41.81988427734359,38.93473779296871,34.40546655273431,30.0430405273437,27.347732910156218,26.76006079101557,26.434354003906183,26.191199707031185,25.92262426757806
25.019875-121.51254,121.51254,25.019875,24.808343261718672,24.505341552734286,24.22517919921866,23.881028808593644,23.765674804687404,23.734716552734305,25.175770019531267,30.99981591796867,38.846856933593614,43.53473413085933,45.69291528320309,45.13962670898427,44.37297631835936,44.55373681640621,43.96729638671858,42.32862207031234,38.86039941406245,33.64380639648422,28.58013281249992,25.88547949218741,25.46563940429679,25.32136328124992,25.13922460937492,24.9668210449218,24.923506835937385,24.668270019531143,24.53274389648428,24.174716552734257,24.02235571289052,23.77442114257802,25.231164306640583,30.62822656250002,36.0011306152343,40.26971459960926,42.45956811523424,43.205924316406126,41.93180078124985,43.22684448242196,42.78518090820299,39.81725610351553,37.43159204101555,33.38452050781234,28.657286865234436,26.50922949218742,26.02132055664053,25.704933837890525,25.348862060546764,25.109430908203013,24.817234863281172,24.5596970214843,24.20896582031241,24.12469091796868,23.813459228515544,23.71994726562493,25.2380703125001,31.36895898437502,38.03839990234359,42.4053569335939,44.23224999999988,43.566719726562646,41.629433837890566,41.92127954101574,41.4232302246092,40.31209741210929,37.84382104492171,33.02180444335929,28.315287841796785,26.02386694335929,25.695090087890534,25.49067602539055,25.310329345703057,25.07010473632805,25.50232275390617,25.28849584960929,25.079634765624924,24.817709716796788,24.73223242187492,24.545931152343663,25.95886206054686,32.08016479492208,37.872746826171735,42.39943261718749,43.55619531249997,43.65682885742181,41.79657861328124,42.41111962890615,43.14541772460925,41.37370263671866,38.74151635742186,34.53616845703116,29.965168212890568,27.266392578124965,26.7067563476562,26.37424414062493,26.162696289062435,25.91814794921868
25.019943-121.53311,121.53311,25.019943,24.695976318359293,24.49973730468741,24.234345458984286,23.83406103515614,23.73254248046865,23.75763647460931,25.30569311523424,31.338895507812545,39.071422851562566,43.46879541015621,45.67863549804683,44.86713769531243,44.126790771484565,44.4652993164062,42.89978173828108,42.181694580078,38.17869287109362,33.62762353515609,28.331703857421772,25.6094345703124,25.303578857421783,25.16412451171866,24.99567846679679,24.82385473632804,24.784579833984257,24.56012426757801,24.450345214843647,24.12844091796863,23.881014160156127,23.68422705078113,25.07026831054681,30.37694482421889,35.82617944335932,40.1996682128905,42.59897412109388,42.975176025390525,42.22599755859371,42.90720239257798,42.05425927734374,40.2218750000001,37.09897241210934,33.158696533202985,28.38530615234374,26.23901342773428,25.74726904296864,25.491491455078016,25.191878417968635,24.95556982421863,24.688926757812418,24.43919042968741,24.269078124999925,24.05763281249993,23.79682714843742,23.692897705078057,25.350149902343624,31.28597802734376,38.46010888671871,42.67620263671871,44.000847412109295,43.83848901367182,41.62010644531244,42.23110498046871,41.3310671386717,40.84278100585937,38.86267846679672,32.62002954101559,28.33649145507805,25.86541845703116,25.534585937499905,25.372122558593663,25.211155761718675,24.950646728515547,25.392936767578043,25.189994873046796,25.016087402343675,24.744009765624916,24.68324072265617,24.432127441406152,25.85906591796872,31.770722900390723,38.04993725585951,42.763738037109285,43.73395043945305,43.579264160156185,41.98359155273431,42.04239648437495,42.711283203124935,40.88831689453123,38.43171264648454,34.34204980468744,29.923432373046825,27.11634619140621,26.525429443359315,26.18411840820305,25.987524169921805,25.78267919921868
25.02002-121.55365,121.55365,25.02002,24.16623510742177,24.02903906249989,23.80201879882802,23.48602636718738,23.33063208007801,23.20777197265615,24.736864990234352,31.185016113281296,38.75600244140608,43.32322778320308,45.53760644531244,44.51314965820308,43.03556176757812,43.82650000000018,41.94865869140619,40.9357680664061,37.70373071289053,32.963689208984285,27.70124243164049,25.10597143554676,24.76784643554676,24.61243139648426,24.41480932617176,24.300156005859264,24.27363867187486,24.059975341796736,23.991629394531124,23.74866552734361,23.335033935546868,23.1857536621094,24.58562963867177,29.829841552734457,35.548161865234334,39.86665673828114,42.44962426757812,42.58535058593742,41.6799814453126,42.398270507812406,41.621244873047,40.003139892578126,36.29686303710922,32.578275390624896,28.041578125,25.60852392578113,25.12355444335924,24.884977783202988,24.664844726562364,24.467629150390486,24.20453588867177,23.945777343749896,23.79353857421866,23.555654052734283,23.42465429687492,23.23583959960928,24.74975439453123,31.1091884765625,38.14778466796874,42.48299462890622,43.40269775390629,43.186015869140455,41.11377099609373,41.80620263671874,41.74547998046865,40.78606835937495,38.51281884765613,32.775786376953015,28.093064941406183,25.414111083984277,24.95821386718738,24.79775366210926,24.63409887695301,24.40592016601552,24.979644531249907,24.810821289062407,24.678093017578043,24.316524414062396,24.23992651367177,23.966615966796752,25.34948339843743,31.34752709960944,37.84883447265645,42.602484374999904,43.842241455077975,43.28526757812494,41.80808007812491,42.192290283202965,42.3918581542968,40.78261376953118,38.01229028320295,33.75042749023436,29.45808691406244,26.62377783203119,25.984795898437422,25.62617041015616,25.450776123046783,25.29657080078116
25.02008-121.57422,121.57422,25.02008,21.989280761718742,21.925129394531336,21.790445312499862,21.49169360351569,21.234727294921903,21.07863745117189,23.07385961914056,30.51257470703131,38.414151855468695,42.82281274414052,44.93161767578115,44.3974990234375,42.492802978515535,42.59556542968736,41.705388427734334,40.59534448242177,37.8102541503905,32.17803979492194,26.53901831054677,23.246579345702983,22.636546386718734,22.443942626953124,22.287732910156247,22.061738037109365,22.227149414062477,22.03412695312498,22.046725830078124,21.965575927734417,21.522751220703093,21.30335791015621,23.20399999999987,29.199183593750117,35.32640527343734,39.793558593749935,42.1576760253905,42.20864624023444,40.94577416992184,42.03558374023436,41.26729272460926,39.39034570312491,35.37384057617186,31.529416748047,26.793313964843616,23.467365478515607,22.867781738281213,22.63105566406246,22.550208496093724,22.334274658203093,21.76722143554686,21.66649536132813,21.479505371093747,21.25664526367187,21.10466772460937,21.013522705078124,23.08959570312493,30.75554711914069,37.73898461914055,42.75571191406246,43.71765283203123,43.81726220703118,40.47716821289053,42.00978784179685,41.7517275390624,40.564976074218784,37.31954492187491,32.27322900390621,26.781532958984315,23.446830810546757,22.627054199218733,22.36243505859373,22.16346044921873,21.90472143554685,22.921496337890485,22.913484863281127,22.76152075195301,22.450295166015486,22.32718847656237,22.14024877929693,24.237172607421822,30.85447656250011,37.52029443359368,42.4527102050781,43.96249047851548,43.18870385742184,41.32446630859389,42.25771142578108,42.45728295898427,41.11525903320299,37.60093408203112,32.86079370117179,27.971097167968686,24.489344238281134,23.83113745117175,23.42369604492193,23.261218994140727,23.160368408202988
25.020142-121.59476,121.59476,25.020142,21.070347656249965,20.938064941406218,20.90126684570312,20.48477514648433,20.20213842773432,20.0329086914062,22.36268896484365,29.988907714843787,37.52300805664047,42.43054223632801,44.68926660156235,44.55179223632799,42.36713769531233,41.90979882812489,42.04840234374998,40.67957788085935,37.60180444335922,31.960185791015643,26.24983251953118,22.675806640624888,21.898407958984365,21.68452978515624,21.500956787109363,21.209213623046843,21.401390136718707,21.22951635742184,21.164169677734343,21.097309326171857,20.702300781249946,20.408005126953054,22.67533300781237,28.860195556640743,34.938761230468586,39.50999414062491,41.69556909179675,42.05865624999993,40.98467675781235,42.05400781249988,41.01668359374983,39.00057031249988,35.20723779296867,31.31238549804688,26.321818603515496,22.83026220703124,22.13287939453122,21.96979223632809,21.786850341796843,21.39984106445307,20.73575659179681,20.64055639648433,20.37446020507807,20.2449350585937,20.03722753906243,19.95205297851556,22.64949194335931,30.33800073242192,37.204154296874975,42.27388330078124,44.07992700195295,43.57257958984364,40.453958984374985,41.17561791992171,41.60442163085921,40.06604882812499,36.9414736328124,31.9129213867188,26.48122656249997,22.705906738281136,21.86280249023436,21.39874487304683,21.30206640624996,20.93661352539057,22.097547363281247,22.027646240234237,21.78501660156257,21.580242675781243,21.37773779296874,21.251872314453117,23.81311499023434,30.66458398437514,37.27669702148429,42.165371337890576,44.0948610839843,43.87049707031242,42.75245019531249,41.79886523437519,42.33807397460921,40.96700292968768,37.01496118164052,32.57550439453115,27.314986328124924,23.671380371093637,23.06197241210925,22.6193271484375,22.441053222656247,22.31257006835942
25.020187-121.615326,121.615326,25.020187,20.55471655273432,20.36523046874993,20.32772070312496,20.00398413085931,19.74276953124992,19.499624999999916,22.012382568359254,30.097988525390704,37.66750146484373,42.23108056640613,44.52925561523421,44.60975976562499,41.90636743164048,41.81268334960921,42.28390771484362,40.737137695312406,36.87149804687495,31.99375390625005,26.27325903320309,22.554356445312425,21.526939453125,21.257229980468725,21.14421362304685,20.82118017578121,20.93561621093744,20.768422607421822,20.567583984374934,20.367295898437437,20.218174804687425,19.919118408203037,22.23771459960937,28.84197167968764,35.03524804687498,39.655973144531096,41.56378930664047,41.91111962890615,40.670843749999854,41.593645263671775,40.82972192382823,39.23732446289061,35.44219018554671,31.28666772460941,26.494063476562424,22.51816870117194,21.78392187499997,21.53308447265621,21.259906982421818,20.88770849609367,20.272514404296796,20.114169677734296,19.85261206054679,19.753573974609296,19.49487890624989,19.39881689453113,22.27931494140615,29.990711914062512,37.3594997558593,42.52127465820304,43.72859277343736,41.95434106445308,39.81413598632797,40.87432812500018,41.4366096191408,39.9636196289062,37.0119594726561,31.54617456054689,26.32854833984372,22.264313720703,21.353744873046843,20.913113769531183,20.771441406249934,20.519200195312425,21.633024658203105,21.535625976562493,21.25653906249998,21.136858886718727,20.962370361328105,20.837570556640596,23.55646215820309,30.74591333007815,37.4438442382811,41.94765771484371,44.126445556640505,43.82774072265613,42.15204492187485,41.70836572265623,42.34293725585936,40.82288110351572,36.77445458984364,32.61781982421887,27.36027685546872,23.385914062499904,22.70131689453113,22.15960791015624,21.945759033203107,21.76373144531248
25.020248-121.635864,121.635864,25.020248,20.086537841796783,20.022005371093663,19.81781347656242,19.623161376953043,19.39959692382803,19.17349951171865,21.56777709960941,29.83080834960946,37.16332958984393,40.72389306640616,42.30482812499999,43.10391137695312,41.56257275390632,41.937944580078025,42.03295800781234,40.66291406249983,36.18640893554687,31.670755859375053,26.043312744140604,22.06934667968741,21.038895019531218,20.79763647460932,20.731801513671822,20.37451879882806,20.53965673828117,20.33628759765617,20.23522314453117,19.863034423828022,19.645737060546764,19.505538085937385,21.741673339843715,28.555371337890765,35.07685815429679,40.02726098632802,41.90782617187489,42.44379541015614,40.97878930664052,41.30991235351548,40.60144555664058,38.96425683593747,35.248563476562495,30.888636718750035,26.15239843749992,22.00255590820312,21.223285888671818,21.07276098632806,20.77575903320304,20.51281591796865,19.93915502929677,19.79169409179677,19.518235839843644,19.45557592773428,19.212577880859254,18.97602392578132,21.74073608398443,29.326297851562607,37.52884912109359,42.42563256835924,43.46404077148421,41.88267480468736,39.81811425781244,41.26690576171859,41.17410302734373,40.24912744140608,36.97456689453124,31.10344262695313,25.796730712890565,21.72551489257818,20.79577246093743,20.426867431640524,20.32533789062491,20.129871582031157,21.18212011718745,21.087143310546843,20.89758764648434,20.742038330078085,20.767983154296854,20.459004882812447,23.02251562499992,30.214907226562463,37.42300439453123,42.26884472656265,44.286931396484334,43.35674096679676,42.12622583007808,41.89576196289046,42.21777856445304,40.25512597656234,36.13579736328116,32.074106689453224,26.969153808593724,22.877232421874886,22.20550634765633,21.726578124999968,21.562647460937463,21.257864746093706
25.038216-121.43024,121.43024,25.038216,24.48602758789055,24.332809814453054,24.14541235351556,24.018289550781198,23.87423925781245,23.767665771484342,25.243099121093643,30.97027124023434,37.15235253906249,41.73370507812493,43.94084008789054,44.48031884765607,43.08487939453124,42.91243066406236,43.11813623046867,41.00488183593734,39.90652734374997,34.8027370605467,28.871784423828107,25.97303076171869,25.56879492187494,25.36419653320307,25.18299536132808,24.96216040039058,25.12623022460932,24.908735107421837,24.665572265624963,24.41095312499996,24.171126464843717,23.92815405273433,25.75250463867179,30.47882958984376,36.68086572265624,40.85601025390627,43.20832055664057,43.48909448242171,41.81835107421863,44.26040917968732,44.9952260742186,42.04252587890621,38.303127685546826,34.07311914062489,29.14326269531242,26.526535400390557,26.065962890624924,25.75202734374992,25.468479980468675,25.194798339843675,24.466412109374915,24.229882568359297,23.97057470703117,23.724388183593668,23.65627905273432,23.46363256835932,25.439722656249927,30.96548583984368,36.60044824218741,40.85082421874991,43.76108178710934,42.97747338867178,39.5916970214842,40.23777490234362,40.954032226562326,41.04278710937493,38.44937646484361,34.03789086914052,28.363389648437437,26.05127661132806,25.720608886718686,25.429125732421813,25.181109374999934,24.88415258789056,25.618858398437457,25.37743383789058,25.214086669921844,25.02003881835936,24.84503027343748,24.50750952148433,26.35874853515617,32.511418701171785,37.78689965820299,41.84854760742178,43.03499414062488,43.46404565429683,41.86811914062496,43.22897973632803,43.432075195312585,41.822455078125024,39.69522485351559,35.33532617187494,30.30550146484362,27.18355810546872,26.68195776367183,26.4030258789062,26.132731689453077,25.82006933593745
